gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-67.53121830359105,-76.72085154836341,0.49571617181429517,0.2,0.0,-1.6,moon,1.3123371601104736
1,-63.32116307899211,-73.67586928216076,0.49179250342837694,0.20400000000000001,0.0025,-1.6,moon,0.0868220329284668
2,-65.86589329583258,-73.52458187277769,0.4881119254582825,0.20800000000000002,0.005,-1.6,moon,0.03714108467102051
3,-62.432422030423936,-73.64455911041162,0.48465614610258934,0.21200000000000002,0.0075,-1.6,moon,0.049638986587524414
4,-65.55398720944866,-75.19307134853707,0.48139257911553246,0.21600000000000003,0.01,-5.0,mid,0.04837203025817871
5,-70.53102470582374,-84.86480766386317,0.49572167832099084,0.22000000000000003,0.0125,-5.0,mid,0.041996002197265625
6,-64.97407461720924,-80.82864395618957,0.49180928177971056,0.224,0.015,-5.0,mid,0.04810285568237305
7,-78.0992271920488,-83.56027590360465,0.48822037145542047,0.228,0.0175,-9.81,earth,0.036128997802734375
8,-26.54981736322154,-74.59965021784521,0.49571776226823167,0.232,0.02,-9.81,earth,0.04508376121520996
9,-30.730998224116558,-68.59164376890581,0.49173205816728555,0.23600000000000002,0.0225,-9.81,earth,0.06511926651000977
