gen,best,mean,sigma,gravity,phase,elapsed_s
0,-324.11936670454355,-397.53706540601377,0.49042129040210897,-8.249427200371999,random,1.4515039920806885
1,-315.95515393671894,-392.4988585228398,0.4821250674867784,-6.148407071935361,random,0.10776996612548828
2,-309.28165247914245,-383.9129854281821,0.4748020656210273,-9.099651878351542,random,0.12489128112792969
3,-305.15085637942656,-370.1489855162548,0.4681496578475224,-7.15726226883329,random,0.1564311981201172
4,-261.5532741058395,-356.9375261252636,0.46211196225985524,-9.906932757609882,random,0.1838243007659912
5,-294.30486490972527,-355.07102415171386,0.456731580117558,-8.276618229684821,random,0.18291091918945312
6,-303.295655662798,-356.39802529318496,0.4518160955933902,-6.059664177371214,random,0.18169903755187988
7,-279.46746383311734,-333.38084154550427,0.44731459674151935,-9.13485539689919,random,0.19309592247009277
8,-270.2292433742925,-333.759304830546,0.44331680958397596,-7.414152888081304,random,0.16860699653625488
9,-289.58227288612335,-336.7468294714129,0.43982140190539704,-8.752146227830595,random,0.21480488777160645
10,-289.0335911996533,-342.8489850425366,0.43678990398889506,-6.732673178298628,random,0.1834108829498291
11,-285.07846880067314,-332.44882370640715,0.43395586130162084,-8.983453319759874,random,0.18298101425170898
12,-289.60741256079655,-328.9418137868342,0.4314028376707926,-6.159167014223744,random,0.22755098342895508
13,-281.14088715489896,-319.2475009511476,0.429082530941568,-8.021890109947625,random,0.20596075057983398
14,-153.34902640293262,-327.11188123078966,0.4271176121533023,-9.80542794795644,random,0.2288680076599121
15,-155.98606430124008,-327.3019850221229,0.4253540163507951,-10.652301771280937,random,0.2532670497894287
16,-260.8138903550537,-327.9106102894555,0.42372864144197697,-9.61787704047985,random,0.22564482688903809
17,-207.54796413834933,-329.4671735466357,0.4222963233583247,-8.845868548163807,random,0.19771218299865723
18,-192.40569458437412,-322.03438287145184,0.4208721644119579,-9.0336253491574,random,0.288801908493042
19,-172.6755915892736,-313.3776071597323,0.4196582601584198,-7.7572610326397715,random,0.2760171890258789
20,7.0473763077388485,-280.06019371822197,0.41840707191237275,-10.758386371939135,random,0.2973151206970215
21,-21.237132539392267,-280.12598058068676,0.4172392984717196,-11.613742374259628,random,0.342954158782959
22,17.00075509856194,-273.4565045455347,0.4160127124501408,-7.699034877234111,random,0.3653452396392822
