gen,best,mean,sigma,gravity,phase,elapsed_s
0,-315.75827801582597,-400.97440700617295,0.49052526134148755,-8.92907025179846,random,1.4840278625488281
1,-325.26536055181913,-386.0924476283434,0.4821990477409255,-11.878841597507385,random,0.10543990135192871
2,-271.4599054866957,-364.17237101059845,0.4748302337152652,-8.060747311315078,random,0.11324477195739746
3,-178.15259446791825,-371.2683089894607,0.46825340575434027,-7.480909544863906,random,0.16629672050476074
4,-304.3366877683363,-368.99230516608594,0.46230350936518,-6.82837961364363,random,0.13590312004089355
5,-299.9895480190917,-353.6190303057234,0.4568443401304889,-6.8870282157148415,random,0.18628311157226562
6,-287.5818247750183,-345.67922755925235,0.45183513097584516,-8.680918357851752,random,0.19659090042114258
7,-272.9261003808876,-329.34885573824636,0.44726187177828197,-10.872885642006768,random,0.23688411712646484
8,-270.2540732216448,-337.76149326284025,0.44311486052175675,-9.095177857349643,random,0.1929762363433838
9,-271.50081530143046,-332.8108219170038,0.439172104811248,-9.524463399994007,random,0.24712491035461426
10,-260.54498542465353,-322.88185344504984,0.4357209051988593,-6.140744436234889,random,0.23488426208496094
11,31.996010279476753,-300.26721505816766,0.43262611258259126,-11.843220798533531,random,0.2764129638671875
12,-165.00853669607258,-308.25232854869114,0.4296466835171163,-7.742335324369504,random,0.2745180130004883
13,-25.709703031361794,-279.3192854394932,0.42686908996375467,-8.030096291921183,random,0.3210899829864502
14,29.159799459785106,-267.06291907875374,0.4243457190865138,-6.624083391720295,random,0.3672921657562256
15,10.625543600852856,-280.5887712703589,0.422037028927361,-6.555134571599538,random,0.3910658359527588
16,48.21033971065079,-252.48537685203172,0.41981622509390754,-9.425512050611108,random,0.40950894355773926
17,30.445857593608086,-255.77038386133216,0.4175921725853348,-9.092709123325408,random,0.42008495330810547
18,30.617400370298913,-147.8358382502853,0.4157454689278538,-10.851669874005808,random,0.5250301361083984
19,73.24828039066148,-234.46701589224114,0.41387166285506,-7.871663778394254,random,0.49090003967285156
20,44.38616594166319,-201.87257629594257,0.41209376813657705,-6.187241714606792,random,0.5743191242218018
21,150.3658070478639,-152.81722175849671,0.4102300652880514,-6.558371032957284,random,0.6481008529663086
22,182.07980189820216,-80.43853770417638,0.4083395819788578,-9.470197219146057,random,0.722905158996582
23,159.69182163176254,-69.83432540378327,0.4066062103526361,-10.482196702265297,random,0.6093487739562988
24,48.64830755530594,-71.04897213764275,0.40504386393933234,-11.566934964892024,random,0.6027159690856934
25,146.23938557165624,-98.80718158844536,0.403557651988055,-7.8088445870597045,random,0.7717478275299072
26,101.5698156173831,-72.66639543677677,0.4021709834399762,-9.541983438411318,random,0.7509479522705078
27,99.32798094626548,-43.10538958739831,0.40072003395175926,-11.71396177275059,random,0.6429660320281982
28,118.5573508011064,-81.04346815700903,0.39931186097939464,-8.168764476910612,random,0.7827119827270508
29,198.6739674257511,-47.96885009661948,0.3978795197146002,-8.56074876191186,random,0.8306460380554199
30,125.37961621189963,-106.1114313431082,0.3965086906795643,-7.974619510189563,random,0.9590439796447754
31,209.81002807785612,-63.5430696284724,0.3953393845191775,-7.3531270370078525,random,0.9576051235198975
32,154.34823241502875,-26.33455362670407,0.3941619723679876,-8.485758738919905,random,0.8589019775390625
33,164.7765265029208,-44.75065974491224,0.39309299716907564,-8.706085298815811,random,0.8181860446929932
34,157.25376395763794,-69.3262395432703,0.39203280835256926,-9.123609980341978,random,0.7693660259246826
35,100.9046410702913,-46.86205090901882,0.3911011612158642,-9.941241776506093,random,0.7788882255554199
36,173.99818526189173,-51.09131968158346,0.3904654653799345,-10.22583734578268,random,0.8663113117218018
37,124.9385313634264,-79.73344441305969,0.38992858178845125,-9.170166404767548,random,0.853914737701416
38,147.70780682167012,-101.23272062873735,0.3894294011261629,-7.7610798069488744,random,0.9886479377746582
39,166.60930528634864,-96.62083652288011,0.38898055035676327,-8.208145490918735,random,0.9314010143280029
40,382.1660288446951,-10.83299689200158,0.38852750360935884,-6.1642990896673036,random,1.1584210395812988
41,154.1838694456616,9.262294487500018,0.3879760523482549,-9.49568611874728,random,0.8255419731140137
42,180.61125868544934,-66.8454274578808,0.38729699481476065,-8.566956635065273,random,0.9182999134063721
43,196.61642881250864,11.927091084962033,0.3866575154704994,-8.657305558984659,random,0.8884098529815674
44,202.12948832739173,-58.97036585597734,0.38602908748093,-9.511369305168511,random,0.8955972194671631
45,228.3906055029057,-33.473281171403514,0.385310994133808,-7.628652515531463,random,1.0623531341552734
46,190.50987441809738,-25.863912949752756,0.3845613323373437,-9.651144187623574,random,0.948173999786377
47,234.44086869276438,-28.689031800852018,0.38389730259872523,-11.489876180713027,random,0.8252618312835693
48,221.48657288898198,3.294294241322939,0.3832525878483929,-7.670286654146816,random,1.251075267791748
49,321.984634558957,-21.55380367934709,0.3827228014824662,-10.085141287814258,random,0.9817550182342529
50,383.57827650290636,36.217820915068764,0.382238413030625,-8.23128239259423,random,1.326659917831421
51,276.8872960571681,-60.93893949722849,0.3819042069066099,-8.573347760334341,random,1.0991487503051758
52,293.53781731109405,44.71580802253372,0.3816232999288717,-9.406643182683396,random,1.1201720237731934
53,276.9306700397368,62.867425766030635,0.38126745607737444,-8.095618692570824,random,1.1842010021209717
54,259.52783892703764,72.44250478830645,0.38096434209603963,-10.153648936057616,random,1.1289072036743164
55,336.88451287140464,32.3514561328744,0.38064235468639895,-7.880539651211938,random,1.521601676940918
56,325.6096731643691,-6.0822449424270015,0.38035793883949387,-6.016616267930459,random,1.6297860145568848
57,274.6313295088831,-83.07105082940407,0.3798773614264684,-10.410727993502695,random,1.3888721466064453
58,330.92819923778137,8.676032188923632,0.3794337586385768,-7.202885161080363,random,1.870208978652954
59,303.5690424978971,16.519228347816814,0.3789504369155497,-7.129282034272015,random,1.4677650928497314
60,219.999614846993,45.010284325251476,0.378431015364196,-10.685104115443329,random,1.4657349586486816
61,284.14529083090264,58.20800157687354,0.3780675514716034,-9.404350853050664,random,1.331820011138916
62,268.782619950221,2.9395521729785004,0.377765348860357,-10.780043138256445,random,1.4247510433197021
63,314.4398315507852,21.64793225183949,0.37743085855002834,-8.91499973330872,random,1.3592839241027832
64,402.65077548028944,-88.68648152873001,0.3770361505755786,-6.824230126501117,random,1.4725329875946045
65,319.72109662683965,-24.54959484706217,0.376595077233816,-11.201672333720857,random,1.2821061611175537
66,297.3058869784193,-65.36267633540089,0.37625725248950875,-10.138096392498923,random,1.3066539764404297
67,349.62118710751366,31.74268257461378,0.37597931051489547,-8.117991404075656,random,1.576869249343872
68,276.80999269378754,40.006081632874995,0.37578518106373554,-10.057885454466172,random,1.8583970069885254
69,395.35119525206363,46.15025484834806,0.37553156590193176,-6.199913045206305,random,1.609483003616333
70,331.88888679640644,5.5312155119618245,0.37514867770877075,-6.445295049099001,random,1.6821136474609375
71,335.02001373124887,80.19805357183466,0.3748511782690521,-8.45818410677261,random,1.779419183731079
72,345.4276060568653,56.65843055265774,0.3745448236551393,-7.899466162596591,random,1.6254467964172363
73,282.24636376541145,46.83203898507282,0.37420743992598476,-11.627253731045261,random,1.6023807525634766
74,366.149228630403,56.75529274737585,0.3738938524379153,-7.282164642184581,random,1.9984650611877441
75,303.187197738752,28.344203337948272,0.3736843280353594,-6.562025548653391,random,2.0447988510131836
76,314.6130787994263,101.07115269158116,0.3734733571434841,-6.269200601274765,random,2.278002977371216
77,298.815262054931,7.883925402378634,0.3732428388748346,-7.381466773333422,random,1.9708521366119385
78,369.2172207686371,49.671342879863225,0.3730265155306426,-9.937716398253404,random,1.8937721252441406
79,345.61156193833375,56.559115352839264,0.3727102190739199,-6.807971143051291,random,1.7959198951721191
80,380.61268374906757,53.2944052825268,0.3724742680777486,-8.10455777030871,random,2.1623048782348633
81,355.49047763650054,15.602162062422092,0.3722519237364254,-11.4565067483765,random,1.9819021224975586
82,358.61175843834354,-22.314130115411263,0.3718109051193977,-10.356938303985068,random,1.7841699123382568
83,335.683956326453,40.57670574750633,0.371355758248666,-8.686333834144838,random,1.6735808849334717
84,241.28699351423356,-10.728060925759811,0.37072617332918195,-11.856567741041863,random,1.415457010269165
85,354.67664306161265,18.126104749345266,0.37015095243036483,-8.907799563721309,random,1.8963241577148438
86,367.2086641528725,41.73694346272229,0.3695844759410103,-6.698176134190467,random,2.335397243499756
87,367.54114051130136,20.898258189046967,0.3691180893293299,-8.894503543170021,random,1.992347002029419
88,330.12684623348406,51.2998937876031,0.3686737577573012,-9.44240160339666,random,2.1376559734344482
89,393.7139080307393,113.61962286725009,0.36831207417850204,-10.57496585603989,random,1.8593237400054932
90,371.10536131957673,12.653508102233923,0.368091855119973,-11.11241501130935,random,2.030794858932495
91,238.1971256018438,-18.460844935121486,0.3677717451074708,-11.961803087113841,random,1.6304409503936768
92,462.30530398887504,30.07107636953794,0.36736250582599883,-7.564859325010417,random,2.0044567584991455
93,338.81724244691765,-13.069816561264213,0.36691141952392453,-6.288524723111111,random,1.7152903079986572
94,320.64725370139337,53.86864208137331,0.3663316732238653,-10.425213093394067,random,1.290820837020874
95,313.51881832937937,44.08798575587291,0.3658840843728093,-11.214649832881953,random,1.5852258205413818
96,356.3943763118879,-81.83752163927258,0.3654066461049844,-6.662817056876136,random,1.7368040084838867
97,331.5221527396072,66.12887930759743,0.3649626476221668,-10.890804810694824,random,1.6264820098876953
98,330.3281661631676,-79.5588726556085,0.3646799503514749,-10.054023608694177,random,1.597970962524414
99,324.05336766110105,37.326586553032115,0.3644965260326113,-9.839162648557108,random,1.814647912979126
100,336.07055747728276,3.6209917946419012,0.3644052952665725,-10.386754070889237,random,1.506479024887085
101,327.0180154040334,39.042964715128086,0.3643443789426838,-7.124478848820617,random,1.8566179275512695
102,329.0453087027278,-37.444515322787666,0.36431002819663816,-9.90916192050947,random,1.7255780696868896
103,371.23454403994816,132.03379833920764,0.364191046338918,-10.568565589721242,random,1.530642032623291
104,356.2884380984215,-0.3278164506105668,0.3640860589779388,-11.482907179625268,random,1.71871018409729
105,302.23927593021017,7.363349936504122,0.36384040331126843,-9.33841221201696,random,2.0063202381134033
106,361.47230418942763,74.88563938322686,0.36354317980341416,-11.411956996395062,random,1.9062471389770508
107,305.7772471800079,-59.80749087699388,0.36332030751570416,-9.670825293480004,random,1.8496460914611816
108,304.3190416842129,70.47627011512323,0.36306368909445147,-11.593274638897933,random,1.5551300048828125
109,293.40840555794705,64.84754847053992,0.36279530329355725,-11.659761840550741,random,1.8211939334869385
110,376.950403051475,74.83579094907552,0.3624716396824014,-10.447110117874173,random,2.224998712539673
111,362.79981248472444,88.16070007237225,0.3620891912753619,-10.657311636522097,random,1.9078526496887207
112,337.8708028595864,105.38201954404403,0.36173140487130656,-10.710012864989238,random,1.9959337711334229
113,369.1993154973736,0.8692627788031217,0.3614125461788606,-6.659159123972495,random,2.3758058547973633
114,386.18518666582867,93.33130739017683,0.36108166099404276,-6.7885363024943945,random,2.26615309715271
115,334.31792199631514,116.28626200877083,0.3607636222679829,-8.26305309292914,random,2.1185507774353027
116,339.0190118097951,71.63925348133101,0.36057911410758875,-10.107278463942531,random,1.8631258010864258
117,312.0357620144201,80.27237937255691,0.36056915431808534,-11.822411390006563,random,2.404039144515991
118,312.0703467373846,78.96573124155596,0.36060216797905215,-9.11991987512771,random,2.3053078651428223
119,336.8500742971539,90.40507382929523,0.36066171362745114,-9.62662653659843,random,2.3727989196777344
120,378.3685432744537,61.613441163524634,0.3606798246874409,-7.550116804876351,random,2.3192100524902344
121,311.0069919027528,50.98237003536866,0.36069455773903847,-9.202932697118598,random,2.1093862056732178
122,340.89096927504403,85.41066887777231,0.3608557385592409,-11.326038896084341,random,1.9407119750976562
123,359.07357467980927,182.98979446131213,0.3609390193782134,-9.00872044965364,random,2.2582569122314453
124,289.0168898460674,67.22429356658938,0.3608671510131468,-10.585722343245743,random,2.312325954437256
125,253.15875410416993,73.53192437497638,0.36082450163679963,-11.831656940420448,random,1.9640047550201416
126,380.28371995908924,187.47262794986676,0.3607825646038779,-9.248804145577628,random,2.442323923110962
127,358.8867705456987,137.85369960839836,0.3608535201866972,-7.244649429800534,random,2.514025926589966
128,316.3551464262107,81.689030646935,0.36090209980457105,-10.920154131525464,random,2.0300960540771484
129,370.4940221774323,181.07641906725425,0.361083793115098,-7.674700249145429,random,2.305527925491333
130,302.3145681468414,152.8975079053316,0.3612750738058492,-10.113593966828432,random,2.379815101623535
131,349.8855093743614,120.9822462152354,0.3616358026124978,-7.362159310921019,random,2.160705089569092
132,349.6343918659724,109.37556124371,0.36201116738199424,-8.658686824117934,random,2.4136242866516113
133,360.96926731932996,93.81694213021554,0.36224143679142223,-7.240843575547213,random,2.294081926345825
134,274.07366653009893,-33.33354396783586,0.3625148960694837,-9.777236980603828,random,1.7284250259399414
135,357.58924063428407,160.7271334433472,0.3627373969505397,-8.636212240920793,random,2.250459909439087
136,373.7217731892158,120.31143311537373,0.363188437814112,-8.278360624129657,random,2.1875948905944824
137,375.1004486670583,105.87153629536917,0.3637214372203706,-6.956408480903023,random,2.824368715286255
138,318.46143410739364,97.71268461652656,0.3643199208256187,-9.979978978417796,random,1.926480770111084
139,422.63827243964306,0.9583833498548472,0.36501294651685756,-7.411340705010206,random,1.7890088558197021
140,352.7899130329957,-0.8906362314345074,0.3658344618771443,-10.007358974709275,random,1.7008721828460693
141,264.9949755080071,-10.507059261377275,0.3665797007738511,-11.85223252298257,random,1.757138967514038
142,364.87959649618716,-36.33522735097065,0.36720927433568473,-10.78411499194436,random,1.7202770709991455
143,350.288698528208,77.95326113256678,0.3677393366939819,-8.374821793457217,random,1.9866440296173096
144,303.12943478073544,4.380386276230166,0.36823288001276056,-11.097653097448182,random,1.6941461563110352
145,399.1743782097044,87.35971749865541,0.36875324972483914,-7.277843163493892,random,2.356519937515259
146,322.28102868065815,38.54122065743423,0.3692795122556624,-11.477194035763565,random,1.8074500560760498
147,410.2024366532355,76.93928690078477,0.3697182517820709,-8.455415830144313,random,1.7616751194000244
148,300.6892581115367,24.102305169935807,0.3702306449227221,-8.434423194798837,random,1.8892879486083984
149,362.19814681503186,80.46482465596418,0.3707302916702216,-9.672217411776822,random,1.952718734741211
150,275.3825199462738,89.79910469248179,0.37119513125272013,-7.157063597872951,random,1.9339301586151123
151,302.0055135846138,115.6632973199601,0.37162015809650834,-7.965443184179226,random,1.7142832279205322
152,353.02517489983205,182.00024319999363,0.3719847663582934,-7.621340281361462,random,1.9586338996887207
153,489.14149270532135,130.02429623935558,0.3721974948804953,-6.5258055795372645,random,2.202366828918457
154,546.4391011581768,95.96484414233738,0.372241290000011,-6.106753603775546,random,2.4864721298217773
155,369.88257108131376,94.18650975541247,0.37241643664028135,-10.157426924317923,random,2.077716112136841
156,338.3447829054958,76.39606585764119,0.37244789308111736,-10.58475573822923,random,2.013880968093872
157,369.4159349133785,102.56381200077142,0.3725749111446781,-10.515172402497404,random,1.9686501026153564
158,359.2221926487323,134.15277811470963,0.3727355360854799,-7.83109945538827,random,2.536860942840576
159,383.700849145963,99.05265292061203,0.3729844172602085,-10.70210156552388,random,1.9798030853271484
160,386.68763661269514,169.31749845421558,0.37325567394297987,-7.316990895135142,random,2.8062143325805664
