gen,best,mean,sigma,penalty_scale,correction_scale,elapsed_s
0,-36.204186638892104,-71.41321099326554,0.49057902753507987,0.2,0.0,1.883134126663208
1,-36.42686837494953,-69.54005515571558,0.48227734389681903,0.20400000000000001,0.0025,0.20571374893188477
2,-46.31552393016195,-69.33832376855608,0.4748797979057445,0.20800000000000002,0.005,0.21756196022033691
3,-41.73477440740424,-67.5572415332434,0.4684085681646904,0.21200000000000002,0.0075,0.24816417694091797
4,13.478769988784313,-58.33085808836283,0.46253015948212584,0.21600000000000003,0.01,0.26364612579345703
5,73.27810353090113,-55.41470035406481,0.45722587820767685,0.22000000000000003,0.0125,0.2758510112762451
6,15.242848442638001,-58.6746346060137,0.45217553538534866,0.224,0.015,0.29369115829467773
7,68.84939440943553,-54.03407940952172,0.447670700831293,0.228,0.0175,0.2982299327850342
8,-3.5756894122879097,-58.1045740455985,0.44361860108381845,0.232,0.02,0.29103732109069824
9,-25.371081439638786,-64.13217907908889,0.4399459376090357,0.23600000000000002,0.0225,0.30887293815612793
10,28.600992490002273,-57.85521403539136,0.43657720314809983,0.24000000000000002,0.025,0.3258781433105469
11,161.66483455386185,-47.64814417013382,0.43330875796139473,0.24400000000000002,0.0275,0.3463897705078125
12,150.5818664555006,-22.472699931240037,0.43032765609942397,0.248,0.03,0.416766881942749
13,155.37552492385143,-34.52673151177801,0.4274078240881207,0.252,0.0325,0.4075040817260742
14,141.41932686082308,-32.19026379902996,0.4248735533665894,0.256,0.035,0.3984229564666748
15,149.91085688831978,-29.222163231144656,0.42243680108385834,0.26,0.0375,0.4378631114959717
16,138.33409959329938,-13.46835202527993,0.4201837824799232,0.264,0.04,0.42551302909851074
17,145.80014979280392,-16.10860102059987,0.4180516752926867,0.268,0.0425,0.3845078945159912
18,144.01497997885232,5.763304772596995,0.4159420499124421,0.272,0.045,0.43547487258911133
19,144.99813593007082,-13.884787287441313,0.41412909268914344,0.276,0.0475,0.40930819511413574
20,139.6964519148955,1.1593573427634016,0.41231142056344755,0.28,0.05,0.42427968978881836
21,142.96996828628892,19.249731315994808,0.41078066136228636,0.28400000000000003,0.0525,0.5205838680267334
22,142.4168999550766,15.441969455134625,0.4093515044480007,0.28800000000000003,0.055,0.52254319190979
23,143.4274218017151,10.867593877018539,0.4079842353861423,0.29200000000000004,0.0575,0.5169970989227295
24,142.07774107431882,4.335959820157906,0.4065322559593935,0.29600000000000004,0.06,0.4604969024658203
25,151.09778870657303,44.638350229640935,0.40534189960213773,0.30000000000000004,0.0625,0.5919110774993896
26,149.24678851945262,31.32346148404077,0.4041894298609477,0.30400000000000005,0.065,0.650864839553833
27,146.6763496517806,35.81555686072657,0.4031196958363343,0.30800000000000005,0.0675,0.7592723369598389
28,151.17292452385038,-10.116403471669921,0.40210590606295643,0.31200000000000006,0.07,0.7191932201385498
29,144.24348434038907,16.900381406926357,0.40111108304316306,0.316,0.0725,0.6114747524261475
30,146.30604658678544,17.102452593030414,0.4002358006110186,0.32,0.075,0.657289981842041
31,143.45256384134385,39.455176125732564,0.39938459842064306,0.324,0.0775,0.685312032699585
32,155.66574637616222,59.84646810317308,0.39872512100878144,0.328,0.08,1.2258799076080322
33,152.3475423172066,22.937735966468885,0.3982407166000579,0.332,0.0825,0.8127889633178711
34,138.3280251948707,67.9892022568479,0.3976457721216845,0.336,0.085,0.7094950675964355
35,134.0140804174556,26.521112892020835,0.39719190976659147,0.33999999999999997,0.0875,0.6394350528717041
36,158.7561387862329,28.447548561748853,0.3966770479670123,0.344,0.09,0.6180570125579834
37,140.49394243551956,28.11788810022971,0.39624984245354067,0.348,0.0925,0.623723030090332
38,138.60481065181216,22.270538298721796,0.3957756599087212,0.35200000000000004,0.095,0.5688848495483398
39,141.21799301888208,-6.245208449410731,0.39559819555589126,0.35600000000000004,0.0975,0.584097146987915
40,143.58927157705259,55.66776033167887,0.3954070543974148,0.36000000000000004,0.1,0.6505930423736572
41,135.9661751406721,31.236393117546974,0.39518799600055804,0.364,0.1025,0.9964768886566162
42,144.20021409500862,-16.150322794509073,0.395060591036437,0.368,0.105,0.7059271335601807
43,154.81278022286824,5.349078013579401,0.3949760550137806,0.372,0.1075,0.585169792175293
44,146.98387935818388,29.8080115995933,0.3949831962308135,0.376,0.11,0.6852738857269287
45,135.06423819456097,17.061012048417098,0.39507369278162807,0.38,0.1125,0.6237080097198486
46,151.35487941535914,24.719961012994787,0.39516068443286123,0.384,0.115,0.6673779487609863
47,136.38256957653311,16.849935504598797,0.3951841983062806,0.388,0.1175,0.627281904220581
48,142.76317120357893,6.0612290909894835,0.39517750386691736,0.392,0.12,0.5913898944854736
49,166.48020347413902,29.68385946497707,0.3951867827858421,0.396,0.1225,0.7114529609680176
50,153.64439502381103,21.700915567083545,0.39504701719941343,0.4,0.125,0.6259279251098633
51,148.68258286136927,21.061311629505163,0.3948647163877706,0.404,0.1275,0.7337720394134521
52,146.09542403566317,47.74810175968102,0.39489987930945936,0.40800000000000003,0.13,0.6410002708435059
53,132.02743071189306,44.09302653047128,0.3949881664831837,0.41200000000000003,0.1325,0.7371940612792969
54,160.36035583246567,58.40458618189041,0.39510136900019954,0.41600000000000004,0.135,0.726240873336792
55,169.62691834867397,68.6662991254976,0.39516662731428137,0.42000000000000004,0.1375,0.7395839691162109
56,168.78271668814614,71.19152545851281,0.39525715511067566,0.42400000000000004,0.14,0.720073938369751
57,182.80798668993438,72.44259295049073,0.39538018838180855,0.428,0.1425,0.7861549854278564
58,199.38577948930163,6.442542970946761,0.395531851395621,0.432,0.145,0.6876010894775391
59,190.34466298258357,-2.6672884571010878,0.39563572884589415,0.436,0.1475,0.6635026931762695
60,189.5804733016365,30.41834449808257,0.39581819581621813,0.44,0.15,0.7286560535430908
61,167.3033543060512,49.61541578613705,0.3959216211165886,0.444,0.1525,0.7615411281585693
62,287.0195360752575,58.66019496830556,0.39600186631562184,0.448,0.155,0.8624382019042969
63,244.85096647096915,70.3407817644086,0.39586541640702455,0.452,0.1575,0.8320610523223877
64,341.35027893860683,47.87875841037685,0.3956516613192785,0.456,0.16,0.7833778858184814
65,310.7016025061588,59.85215566002805,0.39536582777901264,0.46,0.1625,0.8813607692718506
66,214.05721873338481,-17.614777767757868,0.39505008236616673,0.464,0.165,0.7664370536804199
67,321.9919715289798,73.73863100999426,0.39493694416259534,0.468,0.1675,0.8794128894805908
68,347.4548684449524,26.445576190854883,0.39484772602768764,0.47200000000000003,0.17,0.9186310768127441
69,273.49242177179224,46.20692826680745,0.3948033731167928,0.476,0.1725,0.9241890907287598
70,316.11596310422277,32.89782887163828,0.39481637179101753,0.48,0.175,0.9619979858398438
71,248.27021344558761,34.18277340803022,0.39483880843654817,0.484,0.1775,0.8723437786102295
72,301.6465902163539,5.949863761575541,0.3947335170129891,0.488,0.18,1.1032638549804688
73,314.48141842468914,-0.9173638571447598,0.3945773837529237,0.492,0.1825,0.9924600124359131
74,280.04854635354127,41.64583083915075,0.39433025615972855,0.496,0.185,1.0444798469543457
75,259.7140481385463,10.406618069613751,0.39404033824858703,0.5,0.1875,1.2729969024658203
76,274.38452143565286,47.88322484291764,0.3937092685837599,0.504,0.19,1.4225871562957764
77,206.3610325569151,47.03844377923938,0.3934734494513641,0.508,0.1925,2.7315659523010254
78,227.89350483558783,60.007017299421065,0.3931556732072798,0.512,0.195,1.5164170265197754
79,380.02290940092024,87.02190003687757,0.39280489354310816,0.516,0.1975,1.6925177574157715
80,454.57935839149786,94.55010722093627,0.3922600657899284,0.52,0.2,1.6363399028778076
81,279.8379416964458,21.245228363985646,0.3918855075024067,0.524,0.2025,1.1701788902282715
82,252.02280291421084,49.8217957756426,0.3915795045690128,0.528,0.205,1.259613275527954
83,413.4780391980157,71.37696491808603,0.3913534255840185,0.532,0.2075,1.8653218746185303
84,254.72129015813402,90.46888591815787,0.3911890757420387,0.536,0.21,1.7573118209838867
85,386.2446977680515,121.47343116318886,0.3911162988365254,0.54,0.2125,1.7014131546020508
86,374.66048801479786,68.24982102655038,0.3909927184454357,0.544,0.215,2.0763063430786133
87,374.6933520139705,123.99992995370208,0.39080540694542426,0.548,0.2175,1.9896538257598877
88,363.9409154178536,103.93179001718408,0.390665967543512,0.552,0.22,1.7758090496063232
89,431.35268346365797,133.6714092216879,0.3904050450604501,0.556,0.2225,2.609893798828125
90,365.5592947469426,128.7294562408235,0.3901632236002528,0.56,0.225,2.0586681365966797
91,443.00097815208846,109.65759690153148,0.3899249422487091,0.5640000000000001,0.2275,1.959326982498169
92,363.09440365148043,92.92264895651972,0.3896401919660424,0.5680000000000001,0.23,3.125570774078369
93,341.2798916909908,63.626090578197555,0.3893524228171188,0.5720000000000001,0.2325,2.3184568881988525
94,407.94860677838534,84.2245921009243,0.38911980034882326,0.5760000000000001,0.235,1.8841540813446045
95,509.64089901425814,87.60061021945441,0.3887719204131135,0.5800000000000001,0.2375,2.2492547035217285
96,422.845151878452,129.4422749369945,0.38858464424224287,0.5840000000000001,0.24,1.9470007419586182
97,483.9814023299892,176.93523598459572,0.3885236571608474,0.5880000000000001,0.2425,2.5013089179992676
98,477.7731459619697,96.10531646557311,0.38868672013221156,0.5920000000000001,0.245,1.8754901885986328
99,375.7318741130819,108.17337605836812,0.3888670834273524,0.5960000000000001,0.2475,2.051109790802002
100,471.5805474038866,162.77045506758878,0.3889374074780133,0.6000000000000001,0.25,2.531367778778076
101,413.39428137027,37.03940133343457,0.3890243006691513,0.6040000000000001,0.2525,2.1575539112091064
102,507.03136093370676,160.41394257763045,0.3890994845523635,0.6080000000000001,0.255,3.8278889656066895
103,442.3104721531816,144.3900712666979,0.38905491239318646,0.6120000000000001,0.2575,2.881558895111084
104,595.8208160783591,145.05730464859934,0.3889871196943838,0.6160000000000001,0.26,2.8587169647216797
105,522.0352158510141,43.16813470201565,0.3889400759523359,0.6200000000000001,0.2625,1.8808460235595703
106,508.8643285870148,102.53311740854176,0.3888313256729408,0.6240000000000001,0.265,2.548707962036133
107,466.0574065514045,109.88780400678499,0.3886358102349832,0.6280000000000001,0.2675,2.5386509895324707
108,565.2857027532547,130.268458182452,0.38845994720858334,0.6320000000000001,0.27,2.46199107170105
109,559.7382964509605,251.2318024707835,0.38842161974283623,0.6360000000000001,0.2725,3.4998779296875
110,478.970059503668,138.0357665158696,0.38812973703828424,0.6400000000000001,0.275,2.5053300857543945
111,579.0242000110716,126.8458232059917,0.3879064628804437,0.6440000000000001,0.2775,2.3851020336151123
112,519.8176252549974,145.69660153988585,0.387580319906113,0.6480000000000001,0.28,2.580833673477173
113,502.3570083598931,147.32916538903203,0.3871239401727346,0.6519999999999999,0.2825,2.5119762420654297
114,562.1179928428742,176.2981264802433,0.386825279667246,0.6559999999999999,0.285,2.521435022354126
115,533.8233973312696,138.87686074639942,0.3864847915676191,0.6599999999999999,0.2875,2.637990951538086
116,571.5658115762845,200.82323373866197,0.3861536730928031,0.6639999999999999,0.29,3.694476842880249
117,569.8768735723064,153.54007250217154,0.38583821214631553,0.6679999999999999,0.2925,2.153785228729248
118,563.5482331254424,223.16660995373815,0.38555462829702497,0.6719999999999999,0.295,2.7646498680114746
119,534.6915388717297,217.3547749734965,0.38532002967196627,0.6759999999999999,0.2975,2.9610941410064697
120,580.0416548798505,262.3674263804397,0.38519459200348666,0.6799999999999999,0.3,3.3899571895599365
121,584.6506881274119,285.443104273657,0.3850284399865564,0.6839999999999999,0.3025,3.2617931365966797
122,556.6226390821238,267.45439116742716,0.38475272087811696,0.688,0.305,4.18524432182312
123,597.5650421428314,276.4761305560274,0.38455646093801066,0.692,0.3075,3.230067014694214
124,600.7893499533209,190.97163553780425,0.38433393474388616,0.696,0.31,3.015077829360962
125,595.8776577016192,299.0757292827787,0.3840901080312286,0.7,0.3125,3.795142889022827
126,566.3873813487453,256.8232568620295,0.38375120864193496,0.704,0.315,3.5081777572631836
127,572.803908795689,213.6782697422249,0.3833876448573764,0.708,0.3175,3.6228678226470947
128,564.704802998543,304.48326844113967,0.3829559429962876,0.712,0.32,5.160021781921387
129,632.7848546910261,261.03893259500546,0.382469818628415,0.716,0.3225,3.7309539318084717
130,583.8340267371132,285.61565587666774,0.38193510901563804,0.72,0.325,4.500377893447876
131,574.1863114087221,296.542389754909,0.38136355111639486,0.724,0.3275,3.8625059127807617
132,617.0507684551203,220.99855621003212,0.3807052818768609,0.728,0.33,3.1722588539123535
133,593.3752163685078,268.56998240056,0.3801207584889968,0.732,0.3325,3.045989751815796
134,608.3096596522306,375.8106054065751,0.3794421966878472,0.736,0.335,3.541069984436035
135,659.3442926142073,414.142743619647,0.37874501194846794,0.74,0.3375,4.125127077102661
136,607.91301174828,336.407744868429,0.37817448281992655,0.744,0.34,3.132431745529175
