gen,best,mean,sigma,penalty_scale,correction_scale,elapsed_s
0,-60.284143117467615,-75.86641425456716,0.4904728441596758,0.2,0.0,1.5563740730285645
1,-50.895501766146175,-75.74259731831805,0.482252239855272,0.20400000000000001,0.0025,0.16164898872375488
2,-51.351196149017376,-71.17628038914623,0.47478549764505806,0.20800000000000002,0.005,0.1861119270324707
3,-49.638844925690584,-70.19087451109701,0.4681594143750926,0.21200000000000002,0.0075,0.24047517776489258
4,-34.5983022088171,-67.06909730351992,0.4619943976354291,0.21600000000000003,0.01,0.1691288948059082
5,-24.95384335491038,-59.84012292434134,0.4563544138780646,0.22000000000000003,0.0125,0.2338860034942627
6,-30.119463055609486,-62.72644174669305,0.45108027992975447,0.224,0.015,0.25099921226501465
7,53.358347888745435,-58.049196399371155,0.4462262083328257,0.228,0.0175,0.26239609718322754
8,30.45006768482931,-50.79025619623651,0.44181167667327326,0.232,0.02,0.3015000820159912
9,12.970147880136942,-52.00916139108707,0.43778157094859244,0.23600000000000002,0.0225,0.3137989044189453
10,58.55742486658007,-47.03417622494835,0.43409656378980954,0.24000000000000002,0.025,0.33652400970458984
11,70.44912705316905,-49.168576940580536,0.430578076638416,0.24400000000000002,0.0275,0.329941987991333
12,105.73469383562752,-44.33571793361392,0.4276320923239718,0.248,0.03,0.3537862300872803
13,141.8926387852808,-33.24962911688301,0.4249759332999395,0.252,0.0325,0.36365699768066406
14,141.56738497648857,-4.171475604037447,0.4225737764739099,0.256,0.035,0.46502089500427246
15,149.94934215853021,10.60871414224951,0.42034481396423984,0.26,0.0375,0.4776570796966553
16,156.85863225702255,21.191262517378295,0.41842861117060387,0.264,0.04,0.4836258888244629
17,161.70658999876733,35.11882391660912,0.41667947317555115,0.268,0.0425,0.4545729160308838
18,151.2338957800123,53.9113585429797,0.41520887917426624,0.272,0.045,0.5503091812133789
19,153.90817488682774,69.74040418974141,0.4136755341739196,0.276,0.0475,0.6054370403289795
20,173.52211601110207,46.51154524263926,0.412314323757164,0.28,0.05,0.6071779727935791
