gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-60.19957874901653,-76.49699941015987,0.49042593828732034,0.2,0.0,-1.6,warmup,1.6408603191375732
1,-46.471566508552435,-72.9580872621635,0.48200292471212586,0.20400000000000001,0.0025,-1.6,warmup,0.3341209888458252
2,-54.51345780087896,-73.49215669697972,0.47457662302097176,0.20800000000000002,0.005,-1.6,warmup,0.19632411003112793
3,-49.26321776810579,-72.0730395310151,0.46811028595059734,0.21200000000000002,0.0075,-1.6,warmup,0.1799030303955078
4,-52.58159754133904,-72.49461464242202,0.4624031667150065,0.21600000000000003,0.01,-1.6,warmup,0.20273995399475098
5,-50.926594079486925,-70.4465467349579,0.45692452625993674,0.22000000000000003,0.0125,-1.6,warmup,0.2015852928161621
6,-53.9020700707145,-72.33833182870073,0.4519518116677294,0.224,0.015,-1.6,warmup,0.24576783180236816
7,-50.787443584210905,-71.39776357559937,0.44741332121760063,0.228,0.0175,-1.6,warmup,0.2092888355255127
8,-48.58176414007479,-71.9888186883919,0.4432342773102456,0.232,0.02,-1.6,warmup,0.19277596473693848
9,-46.94402165401818,-69.73140251405337,0.4393753500299374,0.23600000000000002,0.0225,-1.6,warmup,0.262768030166626
10,-47.178625758524134,-70.22729769065002,0.4357432643610669,0.24000000000000002,0.025,-1.6,warmup,0.27634191513061523
11,-50.931508574161626,-68.66891972158541,0.4324430098478644,0.24400000000000002,0.0275,-1.6,warmup,0.31136202812194824
12,-48.86825306081435,-74.22933509922515,0.42949485647345076,0.248,0.03,-1.6,warmup,0.2922232151031494
13,-30.326974480998828,-74.32495120801488,0.42678528159461737,0.252,0.0325,-1.6,warmup,0.2595040798187256
14,-34.77727992470341,-67.51228935066017,0.42419596613568245,0.256,0.035,-1.6,warmup,0.3149850368499756
15,-43.290813937409006,-73.23210922724554,0.4218060563727518,0.26,0.0375,-1.6,warmup,0.3180558681488037
16,-6.074455222034422,-66.792932086146,0.41959811125128094,0.264,0.04,-1.6,warmup,0.3985941410064697
17,8.597958960105798,-67.95010240053082,0.4174994951579776,0.268,0.0425,-1.6,warmup,0.4105348587036133
18,5.505911719342504,-69.80944942208302,0.4155274086203836,0.272,0.045,-1.6,warmup,0.47087907791137695
19,312.9092221330095,-51.45389919322446,0.4136249944795929,0.276,0.0475,-1.6,warmup,0.474153995513916
20,43.49813591019514,-63.16001795868283,0.4120493601668656,0.28,0.05,-1.6,warmup,0.42055225372314453
