gen,best,mean,sigma,gravity,phase,elapsed_s
0,-332.04389017022214,-387.52521169873415,0.4903902425462971,-2.0,warmup,1.4151692390441895
1,-311.71786873526725,-379.0728826486769,0.48188756480544126,-2.0,warmup,0.10505294799804688
2,-315.1617489167963,-368.15894782871,0.4743393249518573,-2.0,warmup,0.11345624923706055
3,-274.3135208378821,-361.9820688137749,0.46739427363957764,-2.0,warmup,0.15035128593444824
4,-304.1432829816241,-360.38256338521086,0.4611204085433619,-2.0,warmup,0.14232516288757324
5,-210.06791169858263,-348.7193642659895,0.4554309630648473,-2.0,warmup,0.13553094863891602
6,-112.7438042600943,-346.9492940681235,0.45038618873482184,-2.0,warmup,0.19488000869750977
7,-272.81494655565257,-335.7965710435565,0.44578547683495745,-2.0,warmup,0.22642278671264648
8,-271.14040044344125,-341.5446003732053,0.44149364866928714,-2.0,warmup,0.22127699851989746
9,-278.27574459523356,-332.0296363247411,0.4376568424777618,-2.0,warmup,0.24759197235107422
10,-278.3550953388946,-330.3039160758256,0.4340643291821769,-2.0,warmup,0.2583789825439453
11,-221.5667063156703,-325.11543783497325,0.4306536218099289,-2.0,warmup,0.24157023429870605
12,-215.27564695042875,-335.69783797889755,0.42755530803300384,-2.0,warmup,0.2305469512939453
13,-185.51204192004877,-313.5470934281516,0.42456806938534536,-2.0,warmup,0.3195459842681885
14,-115.09440642342861,-319.50907147244936,0.42171708046241585,-2.0,warmup,0.3089761734008789
15,-220.29007472756152,-321.3059587056247,0.4190796387428387,-2.0,warmup,0.34871697425842285
16,-92.29245180314986,-306.76731859597305,0.4166094310767407,-2.0,warmup,0.39130091667175293
17,-242.43538718331942,-317.2190804510275,0.41428162453355094,-2.0,warmup,0.36133694648742676
18,-159.48976237118782,-319.9268070382168,0.41215135774877903,-2.0,warmup,0.4762749671936035
19,-108.46033543449295,-266.76726627153886,0.4101755163711942,-2.0,warmup,0.4836559295654297
20,-135.86284486355683,-278.49393693874396,0.40829496361076534,-2.0,warmup,0.571570873260498
21,14.868040600051566,-272.13653975953315,0.40665188278230435,-2.0,warmup,0.5249347686767578
22,-18.257904830562286,-284.00836984052637,0.4050833880630529,-2.0,warmup,0.5258979797363281
23,-9.76556532535398,-254.14966063862613,0.40361102680270994,-2.0,warmup,0.5335972309112549
24,-27.125892562769156,-241.41580302677144,0.4022329341562226,-2.0,warmup,0.5742089748382568
25,-5.582880176418324,-231.0832671051754,0.4011342153488351,-2.0,warmup,0.5723869800567627
26,-1.7137549571359851,-251.02098183046073,0.4000960713568433,-2.0,warmup,0.5628149509429932
27,45.3479273775882,-216.3930533187246,0.3991801478016438,-2.0,warmup,0.6328027248382568
28,1.4026906709793774,-220.46826132655096,0.3983393212799161,-2.0,warmup,0.6946752071380615
29,192.10725548180673,-203.00938298008046,0.39760854457761413,-2.0,warmup,0.6269938945770264
30,73.96355889190822,-199.62775853799204,0.3970248145776803,-2.0,warmup,0.5982499122619629
31,24.488555934959212,-173.60555146051007,0.3967081149335661,-2.0,warmup,0.6345820426940918
32,-19.13304334842543,-213.1078972590749,0.39625247205891967,-2.0,warmup,0.5924971103668213
33,60.50465507455096,-182.47232291525143,0.3957315312749448,-2.0,warmup,0.8201570510864258
34,111.36122700385438,-145.6121774104787,0.3953842560286178,-2.0,warmup,0.9330236911773682
35,453.96735102394496,-122.57461471819352,0.39509079636884786,-2.0,warmup,0.9812920093536377
