gen,best,mean,sigma,penalty_scale,correction_scale,elapsed_s
0,-52.7110861114061,-76.36546627343762,0.49041153749910027,0.2,0.0,1.4817368984222412
1,-52.90227637713382,-73.64095707195958,0.48232418481889827,0.20400000000000001,0.0025,0.16226792335510254
2,-52.29028862559422,-72.11679727129271,0.4751807977693797,0.20800000000000002,0.005,0.18741083145141602
3,-50.406484624940596,-72.63579989865019,0.4685882550269088,0.21200000000000002,0.0075,0.22859716415405273
4,-43.83164067513886,-67.61914138635147,0.4627094056525994,0.21600000000000003,0.01,0.18261194229125977
5,-44.12894873598149,-66.66281201823716,0.45734939215235937,0.22000000000000003,0.0125,0.1926102638244629
6,-32.198488966517765,-67.21233338898826,0.4524919972002807,0.224,0.015,0.2687819004058838
7,-24.87681018527681,-62.84118494520887,0.4480244602453173,0.228,0.0175,0.22397804260253906
8,-11.073121354302613,-62.01252498996096,0.44386442931791165,0.232,0.02,0.2499539852142334
9,85.2967170835111,-55.22297869973469,0.4401026514388714,0.23600000000000002,0.0225,0.2760610580444336
10,28.7787196675458,-48.21797515609353,0.43663913813236815,0.24000000000000002,0.025,0.27440786361694336
11,86.93066019975022,-60.39138011799164,0.43338998028590153,0.24400000000000002,0.0275,0.259472131729126
12,89.60423493590854,-54.98019698449658,0.4304855029934633,0.248,0.03,0.2966909408569336
13,95.51952915104471,-54.53363245643222,0.42781643928372687,0.252,0.0325,0.27907395362854004
14,42.61946530293452,-62.59048242875066,0.425253365045066,0.256,0.035,0.2777831554412842
15,139.5864560039794,-49.20053647535386,0.4228884351611195,0.26,0.0375,0.32538509368896484
16,139.67810020902817,-41.291885110964344,0.4207886900184328,0.264,0.04,0.34922075271606445
17,42.807612451690225,-54.29785711403478,0.4187438282542398,0.268,0.0425,0.30377793312072754
18,92.14434113465893,-41.34377161165595,0.41684717736358307,0.272,0.045,0.38678407669067383
19,149.874045930216,-25.627732191108453,0.41510452485413046,0.276,0.0475,0.452970027923584
20,151.78483878457595,-5.918931268656749,0.4134116358365784,0.28,0.05,0.40532398223876953
21,142.96340483200024,13.858020054384578,0.41193934834845564,0.28400000000000003,0.0525,0.4849588871002197
22,145.81025137742205,15.720286406795983,0.4104539380998926,0.28800000000000003,0.055,0.4871251583099365
23,150.56626889579948,48.33089213234203,0.4090594922091028,0.29200000000000004,0.0575,0.5330259799957275
24,152.08349496619078,60.21312388384381,0.4077907196248157,0.29600000000000004,0.06,0.5928759574890137
25,153.89516796491475,91.46003740886599,0.40660429480312305,0.30000000000000004,0.0625,0.6483080387115479
26,155.584953890471,69.02132088333639,0.4055145801851007,0.30400000000000005,0.065,0.6369421482086182
27,154.5776331223683,48.26794042642201,0.40459381261497246,0.30800000000000005,0.0675,0.7171518802642822
28,146.32894827539363,24.580630737730978,0.40365404166097046,0.31200000000000006,0.07,0.6550567150115967
29,149.78561026976675,46.277566360164386,0.40261267583101906,0.316,0.0725,0.7342061996459961
30,160.0554618151398,46.52178241442643,0.4016976309960883,0.32,0.075,0.6637330055236816
31,157.70038159779088,6.584253349320266,0.4008732552806676,0.324,0.0775,0.8178739547729492
32,147.5469064184048,28.45293503487587,0.40000453820074067,0.328,0.08,0.6864559650421143
33,154.91507679795174,0.3275253307072674,0.3991908680003113,0.332,0.0825,0.7610280513763428
34,144.9738352288565,25.655848617637183,0.39843520260723375,0.336,0.085,0.6922421455383301
35,157.2261247868092,58.159805473143855,0.3977366702894236,0.33999999999999997,0.0875,0.7183310985565186
36,159.56537496739932,46.63695992160815,0.397043698065852,0.344,0.09,0.7528879642486572
37,146.518756668396,65.28263486783217,0.39644256697023406,0.348,0.0925,0.7343978881835938
38,149.17671420234547,56.57053612785254,0.39601248801526945,0.35200000000000004,0.095,0.7397351264953613
39,149.6440265640536,39.63954143610801,0.39552887591355745,0.35600000000000004,0.0975,0.8241691589355469
40,150.28817155842833,-9.933314511358262,0.3951367601176642,0.36000000000000004,0.1,0.8652708530426025
41,149.24765988016324,43.282968083268635,0.394883625165763,0.364,0.1025,0.7818918228149414
42,162.18916232085937,61.95786242128702,0.3949192332271068,0.368,0.105,0.8032009601593018
43,195.1092412510412,85.03422616234157,0.39494243580533034,0.372,0.1075,0.8974709510803223
44,237.47769397400268,7.412274014968373,0.39498610046209315,0.376,0.11,0.844555139541626
45,170.58310846956184,38.77301500006024,0.3951035584980631,0.38,0.1125,0.9082090854644775
46,163.79440460847366,41.70770880297559,0.3951321231428789,0.384,0.115,0.8804488182067871
47,166.00782974726178,10.761346222770502,0.3950950829132285,0.388,0.1175,0.8839631080627441
48,197.47084328616202,4.281271285199128,0.3951945946641516,0.392,0.12,0.8873882293701172
49,212.69068629495837,44.28910776847603,0.3953867980918313,0.396,0.1225,1.0154972076416016
50,183.5043062173877,23.161803047077306,0.39554349531007044,0.4,0.125,0.8996047973632812
51,202.85717876122808,43.61931983638375,0.39579685776298945,0.404,0.1275,1.0476491451263428
52,154.3128870077616,-49.791396344698754,0.39618582663497914,0.40800000000000003,0.13,0.8176171779632568
53,163.05216377555158,24.589575770209226,0.3965666139916593,0.41200000000000003,0.1325,1.1293511390686035
54,198.07626864075405,19.86353773660302,0.3968508054184731,0.41600000000000004,0.135,1.0639369487762451
55,228.87283902549447,14.115974256383538,0.3970712860762149,0.42000000000000004,0.1375,1.0535938739776611
56,182.67571354716083,8.411416296607914,0.39713990088587314,0.42400000000000004,0.14,0.9217751026153564
57,221.42925773905168,10.179935031577992,0.3971962285291151,0.428,0.1425,1.197558879852295
58,296.74274387347924,44.06565483160675,0.3972123334500478,0.432,0.145,1.3041558265686035
59,326.4462365748223,46.06644655125183,0.397256996531007,0.436,0.1475,1.3166170120239258
60,195.48336067523624,-36.762697639437626,0.39727584034831864,0.44,0.15,1.2170078754425049
61,332.91265941384864,65.61722248403461,0.39719723458188183,0.444,0.1525,1.4356870651245117
62,185.35361711891437,20.822373151370783,0.39721676065140504,0.448,0.155,1.1242480278015137
63,294.09095991328064,28.21280637568804,0.3972253200760533,0.452,0.1575,1.2580091953277588
64,195.4746673474181,-9.989893543205323,0.39728126133777253,0.456,0.16,1.2655339241027832
65,194.23041057718464,43.01639266550808,0.39738844619282865,0.46,0.1625,1.1609148979187012
66,193.7863485225258,52.73932914032552,0.3975654587960667,0.464,0.165,1.1477689743041992
67,299.0379264808366,53.04290678252353,0.3975724204129704,0.468,0.1675,1.3502860069274902
68,216.20123453414257,28.577442530779848,0.39769149502398554,0.47200000000000003,0.17,1.2608530521392822
69,307.8036624440255,-3.4693627611345024,0.39793447379884905,0.476,0.1725,1.6204302310943604
70,212.58145174132474,28.211063181698727,0.3982646430344708,0.48,0.175,1.3389739990234375
71,184.66735178781755,-0.4765726896050381,0.398661283777229,0.484,0.1775,1.2954542636871338
72,225.13443081768642,34.26625881872933,0.3989228435311415,0.488,0.18,1.2508070468902588
73,307.34183834875745,55.272973492131314,0.39925720034880524,0.492,0.1825,1.2649850845336914
74,301.367125888566,74.56745972063636,0.39936144535834284,0.496,0.185,1.5885529518127441
75,273.68700278511807,45.346759113141495,0.39945219118181735,0.5,0.1875,1.5048298835754395
76,220.62629906592676,15.595179809616496,0.39968974913265626,0.504,0.19,1.4148149490356445
77,289.7648238848224,24.15996696725879,0.3999386283070481,0.508,0.1925,1.6938438415527344
78,301.7923677877089,5.999486284379725,0.40013311331031987,0.512,0.195,1.7081217765808105
79,325.89293084047245,48.573636598568555,0.40023489743374685,0.516,0.1975,2.047698974609375
80,246.5396796205449,5.896861508165712,0.40025575625764653,0.52,0.2,1.8428339958190918
81,319.23001343377615,74.2941073659773,0.40032325170118765,0.524,0.2025,1.6142289638519287
82,280.54623214430507,21.067528800503094,0.40040519323457474,0.528,0.205,1.70768404006958
83,271.08064859493066,24.176716889158477,0.4005367039087253,0.532,0.2075,1.630418062210083
84,256.7092666054478,57.49132486593853,0.40055471859573505,0.536,0.21,1.895432949066162
85,312.10204719562654,19.34311045960528,0.4006003855027328,0.54,0.2125,1.8086390495300293
86,242.48753611897715,113.00722054298669,0.40064537065875594,0.544,0.215,1.7373039722442627
87,283.5408927248318,26.113289682864234,0.40045194103370413,0.548,0.2175,1.7783329486846924
