gravity,score,net_progress_m,fell,backward_distance_m,mean_forward_speed_mps
-6.0,-33.05448204625621,0.7738583763637498,1.0,0.09973517420197117,0.6493395103855016
-7.5,-63.081479488129766,0.6508413577415995,1.0,0.09136041023194942,0.5862682755749832
-9.81,300.03289221647833,2.12598921164315,1.0,0.20380759835200496,1.1414784446199215
-11.0,-72.57703679135885,0.49263027978225626,1.0,0.46069479602824825,0.5635985269908333
-12.0,-118.84533330900777,0.29179444626795403,1.0,0.5425286842316639,0.45179718829197
