gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-49.52529456273053,-75.87589741356106,0.4904575066634807,0.2,0.0,-1.6,lv0(-1.6),1.5675139427185059
1,-59.36380280696934,-75.34910743059883,0.48202209690828357,0.20400000000000001,0.0025,-1.6,lv0(-1.6),0.15403509140014648
2,-60.74216295511866,-76.55552464642962,0.4745128276822687,0.20800000000000002,0.005,-1.6,lv0(-1.6),0.19197702407836914
3,-59.79695605727002,-79.12915680240992,0.4678148739328867,0.21200000000000002,0.0075,-1.6,lv0(-1.6),0.2091960906982422
4,-56.82454803899058,-76.06754201077253,0.4618823744973809,0.21600000000000003,0.01,-1.6,lv0(-1.6),0.21532201766967773
5,-59.09594246279466,-77.52083246599355,0.4564844235903044,0.22000000000000003,0.0125,-1.6,lv0(-1.6),0.2249588966369629
6,-57.85590338947649,-75.22800198289868,0.45159798478126495,0.224,0.015,-1.6,lv0(-1.6),0.3026909828186035
7,-56.024924737539244,-71.92720819360542,0.4470521144041994,0.228,0.0175,-1.6,lv0(-1.6),0.24175286293029785
8,-56.395590811448876,-71.37267261958678,0.4428464821829539,0.232,0.02,-1.6,lv0(-1.6),0.2859170436859131
9,-53.194647844925676,-69.64390485253588,0.4387908824150759,0.23600000000000002,0.0225,-1.6,lv0(-1.6),0.31618213653564453
10,-35.14858699686877,-67.78060664451499,0.43497547124397046,0.24000000000000002,0.025,-1.6,lv0(-1.6),0.3315389156341553
11,-35.7299362835557,-64.6553076857524,0.43165294138106125,0.24400000000000002,0.0275,-1.6,lv0(-1.6),0.41084814071655273
12,-39.42398781241773,-60.64425213582486,0.42845425630237877,0.248,0.03,-1.6,lv0(-1.6),0.4847402572631836
13,-17.13292427629831,-52.520073146555795,0.4254345210575356,0.252,0.0325,-1.6,lv0(-1.6),0.5162248611450195
14,-16.77028122324289,-50.90811428472112,0.42244440179643206,0.256,0.035,-1.6,lv0(-1.6),0.6239738464355469
15,5.671118193121788,-44.514556803032534,0.4198965561581926,0.26,0.0375,-1.6,lv0(-1.6),0.6753342151641846
16,115.33860645943179,-23.527378916113015,0.4175315689146414,0.264,0.04,-1.6,lv0(-1.6),0.8573167324066162
17,204.8851334457174,-7.999979556306459,0.4153104161568771,0.268,0.0425,-1.6,lv0(-1.6),0.9307088851928711
18,299.4559419765429,-9.346674432260148,0.4133332188221264,0.272,0.045,-1.6,lv0(-1.6),1.055562973022461
19,259.4899336151945,12.502387028488222,0.411445384678204,0.276,0.0475,-1.6,lv0(-1.6),1.140228033065796
20,213.59879987926092,65.33178699785132,0.4097456769848869,0.28,0.05,-1.6,lv0(-1.6),1.25101900100708
