gravity,score,net_progress_m,fell,backward_distance_m,mean_forward_speed_mps
-6.0,1012.3778117312028,4.8476196320690175,0.5,0.007111642243057501,0.8006818198812995
-7.5,1297.0264168721415,5.987113651348947,0.1,0.008599630899030333,0.7806957538055672
-9.81,1340.0609255282236,6.239071139926939,0.2,0.006406701333651571,0.8124134664510988
-11.0,1346.4734435170433,6.204484552225664,0.05,0.013074326093391861,0.7932165351080214
-12.0,1162.5494168585496,5.498261851094497,0.3,0.009304419635798705,0.8332897234897662
