gen,best,mean,sigma,gravity,phase,elapsed_s
0,-344.40607872588924,-394.075502599317,0.49033668844782247,-2.0,warmup,1.4489562511444092
1,-335.88129408186575,-385.4030165033488,0.4820640031285144,-2.0,warmup,0.10808801651000977
2,-276.37958978643263,-375.4582438691262,0.4747750184462468,-2.0,warmup,0.10766196250915527
3,-227.2756950096298,-371.3352642389938,0.46814083793740774,-2.0,warmup,0.1696786880493164
4,-242.63543124621216,-352.7472524378454,0.4623205589494738,-2.0,warmup,0.1550760269165039
5,-178.91277524804272,-341.9624580081357,0.456991485919444,-2.0,warmup,0.19718003273010254
6,-159.32812422357168,-339.46885456372553,0.45225234964799127,-2.0,warmup,0.298429012298584
7,-153.00685755402893,-335.3635718151048,0.4479325315583459,-2.0,warmup,0.2608299255371094
8,-267.30222202960437,-325.90955495023377,0.44397288965006493,-2.0,warmup,0.3176760673522949
9,-151.5215134927368,-316.9263887395411,0.4402568245779526,-2.0,warmup,0.39377403259277344
10,-248.21168788971212,-325.78247299088673,0.43685199231888444,-2.0,warmup,0.3168659210205078
11,-109.65254594701179,-307.84314291133177,0.43373602641961334,-2.0,warmup,0.3400869369506836
12,89.11511718094498,-278.5662662447612,0.4310203121687314,-2.0,warmup,0.47603511810302734
13,88.34892622474445,-268.30770825266245,0.428423143711792,-2.0,warmup,0.4514780044555664
14,138.7735782777707,-271.6175726916928,0.42626061122509257,-2.0,warmup,0.4924652576446533
15,81.8853829297963,-262.99134187321624,0.42443956346648926,-2.0,warmup,0.6702380180358887
16,93.07827225092853,-245.09637320207526,0.4226527578229005,-2.0,warmup,0.5309510231018066
17,127.9136425875638,-226.42855442722674,0.421006593784342,-2.0,warmup,0.7637228965759277
18,115.82190791528244,-188.35300123709777,0.4194381939137367,-2.0,warmup,0.8767943382263184
19,113.10250005554997,-157.50868685784394,0.41807835849911223,-2.0,warmup,1.0179781913757324
20,255.72985150445223,-66.9228713297049,0.4166608854732749,-2.0,warmup,1.1518206596374512
21,182.54951160502114,-107.92750076680063,0.4153533161704351,-2.0,warmup,1.0668511390686035
22,118.96467933576456,-71.87690675469193,0.41417079482627106,-2.0,warmup,1.1464838981628418
23,471.0079573528371,-37.644349610401584,0.4131335765056182,-2.0,warmup,1.303987979888916
24,101.71330012423091,-25.80353549907237,0.41220175059141445,-2.0,warmup,1.3901331424713135
25,160.26256371654463,3.783342558261785,0.4114479921824081,-2.0,warmup,1.425123929977417
26,101.40206952746733,12.577747717987629,0.41084210599027987,-2.0,warmup,1.4079091548919678
27,170.3727137851656,56.570610058348294,0.4102692680598384,-2.0,warmup,1.5168190002441406
28,239.40222543040724,64.41358524085594,0.4097342894098502,-2.0,warmup,1.5378682613372803
29,195.96319202527923,-7.7239806700297695,0.40914209931262707,-2.0,warmup,1.3377199172973633
30,268.76888518879406,22.431913646465915,0.40881195916446117,-2.0,warmup,1.4284939765930176
31,294.28824337042994,48.62626927060975,0.4084874673338205,-2.0,warmup,1.459378957748413
32,383.53966151127315,-12.261197172343248,0.4081852711729057,-2.0,warmup,1.3610508441925049
33,556.8229154896047,65.80865678106242,0.4079007018820261,-2.0,warmup,1.421645164489746
34,460.6656089742687,59.94134083337375,0.40741794463908754,-2.0,warmup,1.5010383129119873
35,624.8734310753958,110.98168726662846,0.4070382413992096,-2.0,warmup,1.5601940155029297
36,594.1685444643987,127.18696947148916,0.4068207793098477,-2.0,warmup,1.8377039432525635
37,718.9142633257133,35.06331458559548,0.4064301295384834,-2.0,warmup,1.5730817317962646
38,485.73379810000597,120.3262301981385,0.4061737667594765,-2.0,warmup,1.772219181060791
39,733.0359578323354,106.35575065631897,0.40606536752555816,-2.0,warmup,1.6902477741241455
