gen,score,net_progress_m,fell,backward_distance_m,mean_forward_speed_mps
0,-408.3775626375843,-0.21610638381258612,1.0,0.21636323594871992,0.0015929223402972824
10,-382.78515740639943,-0.32965782836881247,1.0,0.32965782836881247,0.0
20,-355.14575956612055,-0.21694121841161124,1.0,0.2247195912863405,0.020653092239920613
30,-398.51877364665,-0.2058029655133451,1.0,0.2058029655133451,0.0
40,-418.14917754603005,-0.20587890782246726,1.0,0.20587890782246726,0.0
50,-253.76018872512586,0.0623353864985163,1.0,0.44000117282681844,0.5400356080184331
60,-69.58180301172737,0.8206506470453145,1.0,0.15954144169595527,1.1786179110761013
70,-305.89845816654355,-0.05903071841946085,1.0,0.17600390792877235,0.13438848926047856
80,-391.9098648596487,-0.41679985421040266,1.0,0.4240070745341825,0.007671973267995744
90,-130.6093840627153,0.4664267262101709,1.0,0.1591628900026004,0.4659007569070296
100,4.791208922993521,0.9654993399176732,1.0,0.013120515785366224,0.7568482441895836
110,9.704831339484803,0.8604776972775824,1.0,0.09256990805014434,0.6277513524806795
120,-220.4754417947081,-0.1449867021085169,1.0,0.5503065972969533,0.19591255259369136
130,-83.91069602572802,0.4751603241636696,1.0,0.2895395697726139,0.482750447455805
140,-83.23928812751247,0.44553793839819056,1.0,0.2828454751062082,0.425315045360023
150,-112.03505671141917,0.29689025615403875,1.0,0.37085244884192126,0.3978547417754577
160,25.357981199844918,1.0165462302579913,1.0,0.005355913293057555,0.7251701030606236
170,183.29986088476863,1.518984755216147,1.0,0.02410219974903606,0.7059788296611232
180,25.165769262861737,1.0149003330025836,1.0,0.009065789788582518,0.73490179840636
190,165.18118995042468,1.4887264659351254,1.0,0.008932688155155967,0.7644215421671182
200,50.92682755632711,0.921989155340276,1.0,0.22524934817309133,0.6488117151489096
210,192.03818001087032,1.578317119348701,1.0,0.0038070175375608155,0.8061540797822028
220,181.5632455738568,1.578933378280484,1.0,0.003145937138633331,0.8267543658823626
230,232.72401126936165,1.737725869858896,1.0,0.02517353229578393,0.8918044046037377
240,196.54942439673079,1.6896403766784527,1.0,0.009829334658870339,0.9465383346431249
250,238.89098352048353,1.811875187652199,1.0,0.001340314883563108,0.9604393353437762
260,213.0425278551978,1.7930954258029412,1.0,0.008646737470688908,1.0934522055641362
270,212.46395347189477,1.7183958848910152,1.0,0.0017713176055633834,0.9566463191798315
280,212.29102119609925,1.7053048703280225,1.0,0.020956776098888286,0.9510526119674678
290,48.63122720143532,0.9781864302754929,1.0,0.27392591368280805,0.626539589670047
300,252.51435341496753,1.863263124346545,1.0,0.09582850266745045,0.8458265513250153
310,305.2682035137889,1.9086237382825562,1.0,0.012781208920330018,0.5820951944542452
320,200.68021596295384,1.7337378498912464,1.0,0.005202178369175863,1.0515656977767818
330,276.89717082412204,1.9201293282866572,1.0,0.02588923169643737,0.8939914451785269
340,347.3447576373144,2.0261311877716484,1.0,0.2261358570522603,0.647295014346945
350,542.9410192136633,3.297175519112277,1.0,0.005247651272825506,1.1717389333533805
360,579.3731392163643,3.1779730119360474,1.0,0.007316000240511394,0.8341359720942206
370,422.81608544790305,2.3001146694519536,1.0,0.021487776355153622,0.6067689612260377
380,832.6827287353042,4.46014260501526,1.0,0.008179741967959736,1.063583119073206
390,1087.595673619494,5.354748252851673,0.8,0.02611016833219653,0.8551120808746319
400,802.6923686977783,3.856400266122285,0.3,0.2849007285609176,0.5786803456412322
410,1116.9437967104457,5.048217773434461,0.3,0.22978591979263738,0.706909666484681
420,750.8258454908166,3.9399666101131756,0.9,0.03718188177965136,0.8907738701863595
430,929.9800185788512,4.83845256160252,1.0,0.013561299061108534,0.9767353431077896
440,790.7117181139494,4.232056402925989,0.7,0.018171269032697362,0.9998218924057584
450,1314.3358937125643,6.924451473600525,1.0,0.009593700792018982,1.1104014621582754
460,1252.8362724756419,6.002127619766086,0.3,0.018223991955550772,0.850025807398221
470,991.4869258562352,4.711988179402596,0.3,0.08579456220986809,0.7612785864573357
480,1387.6113011846378,6.44251849014063,0.3,0.005495918847318214,0.8153434063774301
490,1533.8451293323603,7.483336448434981,0.7,0.012890360237447916,0.9598617877825278
