gravity,score,net_progress_m,fell,backward_distance_m,mean_forward_speed_mps
-6.0,1570.1970334949915,7.372938920274514,0.05,0.03709165698834284,0.9403869387063907
-7.5,1498.7758333781317,7.009130524303936,0.05,0.05795470194040466,0.8836117364023595
-9.81,1415.376568553527,6.787497438098813,0.2,0.01488304554669485,0.9845726559233328
-11.0,698.0147566460726,3.876573957065704,0.8,0.012933953082282327,1.1278937380781229
-12.0,373.7014338950092,2.4292130837653594,0.95,0.013823513577807162,1.0126217499992032
