gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-59.26651652727867,-76.29857188244374,0.49053211430080346,0.2,0.0,-1.6,warmup,1.5776398181915283
1,-54.89655262355018,-70.91692722046871,0.4822855108906198,0.20400000000000001,0.0025,-1.6,warmup,0.2200782299041748
2,-53.56904523449726,-70.1230295334832,0.474909707001695,0.20800000000000002,0.005,-1.6,warmup,0.1982431411743164
3,-51.773417414404584,-66.26779502983125,0.46829009569679136,0.21200000000000002,0.0075,-1.6,warmup,0.23772716522216797
4,-39.097264901221806,-62.917150084967396,0.4625672370237443,0.21600000000000003,0.01,-1.6,warmup,0.33039093017578125
5,-42.42248642674372,-57.6345975253799,0.4574763291901952,0.22000000000000003,0.0125,-1.6,warmup,0.37682104110717773
6,-21.26288504141097,-53.100698335233155,0.45276180765019586,0.224,0.015,-1.6,warmup,0.47193408012390137
7,-26.71035025311342,-51.95235667271788,0.44845720884517337,0.228,0.0175,-1.6,warmup,0.4754812717437744
8,-21.386855384038032,-51.60330221255407,0.4445001392054205,0.232,0.02,-1.6,warmup,0.5102388858795166
9,3.1562286859907474,-49.778373993426484,0.44098393276996334,0.23600000000000002,0.0225,-1.6,warmup,0.6061098575592041
10,14.862662473809939,-41.914141846114596,0.4376070005740795,0.24000000000000002,0.025,-1.6,warmup,0.6677517890930176
11,178.8397029345407,-18.082059257653093,0.43448010953272825,0.24400000000000002,0.0275,-1.6,warmup,0.8193168640136719
12,60.40813310404361,-30.5274463323272,0.4314930155104304,0.248,0.03,-1.6,warmup,0.9407539367675781
13,195.30936214463603,6.054889994246173,0.428882152670267,0.252,0.0325,-1.6,warmup,1.1812388896942139
14,199.79118851328963,47.73813340152926,0.42673147574808645,0.256,0.035,-1.6,warmup,1.2014667987823486
15,205.52510739683456,36.88438749955985,0.4247738845270313,0.26,0.0375,-1.6,warmup,1.1675667762756348
16,211.0954958196725,70.85627958124685,0.4229458943380865,0.264,0.04,-1.6,warmup,1.3028008937835693
17,205.45686582831695,76.66701725184195,0.42137648828773344,0.268,0.0425,-1.6,warmup,1.205260992050171
18,201.62208223607567,36.07529665045195,0.41993553749079754,0.272,0.045,-1.6,warmup,1.2259130477905273
19,214.9433892014582,91.81740566475698,0.4184485652094075,0.276,0.0475,-1.6,warmup,1.2121820449829102
20,207.0349327809058,80.79334849136646,0.4171724131707695,0.28,0.05,-1.6,warmup,1.286891222000122
21,230.0964612602164,138.5513398669809,0.4160715957139508,0.28400000000000003,0.0525,-1.6,warmup,1.3992929458618164
22,245.63101182431288,118.98873955427632,0.41501522342437863,0.28800000000000003,0.055,-1.6,warmup,1.3980977535247803
