arm,gen,n_seeds,median_score,q1_score,q3_score,mean_score
gradual_transition,310,10,130.19504219633538,11.777782608285305,281.6453009577141,145.91911630736817
gradual_transition,320,10,339.6578424642946,192.5245651339367,621.5502297239758,477.79045313299514
gradual_transition,330,10,292.81190749231143,195.74329995897796,487.4190712726911,338.2444409197302
gradual_transition,340,10,362.282116776045,270.7944745205493,423.38206684921965,434.60418772426317
gradual_transition,350,10,434.18810787934206,260.74300897689034,585.8484396442553,590.5662819793035
gradual_transition,360,10,406.0835870495406,343.0784359540296,587.2551469122443,471.0342593891278
gradual_transition,370,10,433.1281715140303,412.8525704611687,762.2508432357981,542.8355165446926
gradual_transition,380,10,373.7144285161489,292.393360636231,498.60158874019373,543.1927960678144
gradual_transition,390,10,618.2745181381188,298.54340489739485,780.6496240796133,531.3091714585264
gradual_transition,400,10,607.9441524857157,451.73277025215043,944.3575372346695,648.1317168976101
gradual_transition,410,10,685.6132381006415,563.3443941849052,888.6848903102718,692.9131787556705
gradual_transition,420,10,736.0860394818247,482.6149023263773,1077.2488689191873,824.4336377505945
gradual_transition,430,10,870.9140878488649,681.6240678488697,982.8721082903717,898.5537442918318
gradual_transition,440,10,978.9518621951387,497.42712807893713,1160.2070601928542,890.3408927267723
gradual_transition,450,10,801.3265123915196,535.7356750900476,1101.377628798859,797.5994533142537
gradual_transition,460,10,1164.4458112631141,951.9429698997586,1303.5888585180942,1095.1314878003736
gradual_transition,470,10,974.7281477871229,559.4313700147366,1446.9304263309416,980.2254116881431
gradual_transition,480,10,1149.665976394482,831.1884716899751,1573.138912814245,1184.096051531395
gradual_transition,490,10,1089.1920762299626,937.2313634054613,1520.483584763403,1148.063629595314
staged_evolution,0,11,-385.05900399109515,-397.9356383675696,-373.9824025017649,-384.54767951296196
staged_evolution,5,1,-323.5342932855717,-323.5342932855717,-323.5342932855717,-323.5342932855717
staged_evolution,10,10,-383.8245486499532,-386.7957936552901,-367.71648342359765,-382.1900242320383
staged_evolution,20,10,-355.7261708854703,-380.25207242118216,-352.99342280941727,-363.7355778547138
staged_evolution,30,10,-339.47929346337673,-358.4778182471946,-275.81741129182797,-317.8193886900728
staged_evolution,40,10,-237.1211011827412,-354.1748103459783,12.07945962829158,-193.00684945356787
staged_evolution,50,10,-224.58199574729986,-349.826394634135,-41.49565336008606,-216.997303390446
staged_evolution,60,10,-114.10457629232555,-352.59045287815184,-75.07540295452824,-166.1244561690318
