gen,best,mean,sigma,gravity,phase,elapsed_s
0,-323.07644954118854,-387.73517710860176,0.4904658915439856,-2.0,warmup,1.4242780208587646
1,-329.47584189037656,-382.90777397624635,0.48218714585257877,-2.0,warmup,0.10602498054504395
2,-321.1044993399453,-375.13296854007507,0.47456313311194936,-2.0,warmup,0.1210029125213623
3,-311.1038822234512,-365.5361498701385,0.4677130282774811,-2.0,warmup,0.1470320224761963
4,-305.768033399129,-359.7331177364691,0.4618079421700294,-2.0,warmup,0.16157174110412598
5,-305.8178970412172,-350.6862632811882,0.45630147939007804,-2.0,warmup,0.12266278266906738
6,-297.40094409138004,-343.17381675970944,0.4512438567391693,-2.0,warmup,0.15716791152954102
7,-286.4875727846789,-347.58545910910715,0.4466055095769318,-2.0,warmup,0.11748790740966797
8,-226.65906864143594,-344.1148839868777,0.4422924039286165,-2.0,warmup,0.16263985633850098
9,-285.4938461165543,-348.81390842037206,0.4382075274406573,-2.0,warmup,0.16931891441345215
10,-267.0085926831093,-329.89935760339114,0.4344892932986061,-2.0,warmup,0.1778278350830078
11,-273.3523210023431,-328.04850571914466,0.43091716400794494,-2.0,warmup,0.192626953125
12,-268.9510091855703,-320.821648488267,0.4277755233937914,-2.0,warmup,0.2568397521972656
13,-238.29231035672282,-312.5396977301557,0.4246936969810781,-2.0,warmup,0.20899701118469238
14,-270.9205854640731,-319.6066688641105,0.4218032269057537,-2.0,warmup,0.2086501121520996
15,-192.64466330605137,-317.9927768411381,0.41905316428668954,-2.0,warmup,0.2243211269378662
16,-210.77844090742235,-317.21387351638725,0.4165921663849089,-2.0,warmup,0.21269702911376953
17,-225.62552454806112,-313.34898426521784,0.4144878508639481,-2.0,warmup,0.24298596382141113
18,-221.3111322346581,-319.4300671510737,0.41265296436643395,-2.0,warmup,0.23634886741638184
19,-184.12959073383809,-287.01716704025296,0.4109192451185683,-2.0,warmup,0.2957451343536377
20,-92.30117545153223,-305.2691643379334,0.4091371923012034,-2.0,warmup,0.2612290382385254
21,-198.80579006814025,-294.54539013941496,0.4075292507951693,-2.0,warmup,0.32248902320861816
22,-112.97889550195488,-281.64870381248284,0.4060894402824359,-2.0,warmup,0.3478550910949707
