gen,best,mean,sigma,penalty_scale,correction_scale,elapsed_s
0,-42.427359469941244,-75.69297704366333,0.4904784749981978,0.2,0.0,1.4681708812713623
1,-47.00731954958036,-73.29860408501888,0.4821791692626136,0.20400000000000001,0.0025,0.1673109531402588
2,-46.80360916389657,-72.95976787212894,0.4746539230546827,0.20800000000000002,0.005,0.20351719856262207
3,-49.4277449818029,-71.5660282069905,0.46798680010886917,0.21200000000000002,0.0075,0.19294309616088867
4,-28.308780361454932,-71.69729982337587,0.4617962103416023,0.21600000000000003,0.01,0.1692349910736084
5,29.13376851980972,-64.63616743321107,0.4561430267623702,0.22000000000000003,0.0125,0.20203423500061035
6,13.884135382526694,-70.67722865138253,0.4510191036926222,0.224,0.015,0.2002561092376709
7,-21.05922905889939,-70.18884949355633,0.44632413305351515,0.228,0.0175,0.1818220615386963
8,-26.807149171685236,-62.94602436448711,0.441846365973898,0.232,0.02,0.22653818130493164
9,94.7294931396495,-69.54813152760241,0.43770576743824574,0.23600000000000002,0.0225,0.21681594848632812
10,-7.387178267406516,-60.926128507781605,0.4338364922963672,0.24000000000000002,0.025,0.2940371036529541
11,9.659411980785988,-58.83337293037391,0.4302623091244679,0.24400000000000002,0.0275,0.2953958511352539
12,89.67699083275033,-52.797543755066805,0.42707354923658397,0.248,0.03,0.31406593322753906
13,131.44468236405487,-31.98844392956329,0.42407289382622393,0.252,0.0325,0.3572578430175781
14,161.6129640838794,-24.2577345835343,0.42134304307768683,0.256,0.035,0.36394286155700684
15,149.39410312474692,-16.44479837692962,0.418836754224304,0.26,0.0375,0.40037989616394043
16,167.29121433506523,34.249737409627485,0.4165863717005092,0.264,0.04,0.43627071380615234
17,156.57709942641137,-1.006483826343295,0.4145420114561273,0.268,0.0425,0.36452198028564453
18,157.10740692126927,56.563642221647385,0.41266052160878464,0.272,0.045,0.48464012145996094
19,155.44416694969394,6.014486654526502,0.4108772028344849,0.276,0.0475,0.44640588760375977
20,145.75600519388777,19.94585686654229,0.409085532147713,0.28,0.05,0.41991400718688965
21,172.22221170886078,50.46661899834445,0.407537234991028,0.28400000000000003,0.0525,0.5125057697296143
22,165.40204515651234,85.52098511257445,0.40607359235426993,0.28800000000000003,0.055,0.5516979694366455
23,172.74626083287626,61.376913973958814,0.40473368511704993,0.29200000000000004,0.0575,0.5668871402740479
24,173.4240685873098,38.60787682712403,0.4034291270465245,0.29600000000000004,0.06,0.49027490615844727
25,171.21484985740776,58.67588223315859,0.4020461309627294,0.30000000000000004,0.0625,0.51584792137146
26,161.19969849081335,35.820989501939856,0.4007716915309406,0.30400000000000005,0.065,0.47452592849731445
27,157.97747670185586,39.01463631897837,0.3994347969268376,0.30800000000000005,0.0675,0.5554208755493164
28,180.3714095100664,37.13213681056547,0.39815359296899294,0.31200000000000006,0.07,0.47640275955200195
29,157.70688527795298,33.915844891388915,0.3968784806312299,0.316,0.0725,0.49540090560913086
30,155.36789030909256,41.542934872661604,0.3958766592379264,0.32,0.075,0.5252149105072021
31,212.1209844724583,75.89142540075736,0.39498564810394254,0.324,0.0775,0.5714800357818604
32,143.7797498052457,33.200085065207155,0.39418868237752214,0.328,0.08,0.5352590084075928
33,177.5138499681913,75.50319849853187,0.39360046871939847,0.332,0.0825,0.5876631736755371
34,167.52238585304377,36.93563304203467,0.393013254568859,0.336,0.085,0.5412042140960693
35,163.94416678439214,62.51278707521233,0.39226389430458936,0.33999999999999997,0.0875,0.5719470977783203
36,162.09872449570472,41.844116983405016,0.39163122304149334,0.344,0.09,0.5742049217224121
37,148.98762403078345,38.94284068486577,0.39100853784196216,0.348,0.0925,0.5866110324859619
38,145.90007643334351,36.38388849885068,0.3904643148097348,0.35200000000000004,0.095,0.6055221557617188
39,160.95607045912257,30.326266053751066,0.3899632173812449,0.35600000000000004,0.0975,0.6226677894592285
40,153.38089781175123,-6.0384658200175725,0.38954288435225115,0.36000000000000004,0.1,0.5835931301116943
41,158.6676272407922,53.533228872748126,0.38911343336779225,0.364,0.1025,0.6383659839630127
42,161.29097921082135,35.63539445023955,0.3888164095187886,0.368,0.105,0.6629068851470947
43,164.15319919927063,35.70776063536603,0.3885543819332987,0.372,0.1075,0.5882000923156738
44,175.86744999559696,3.142968216022313,0.38821918248349024,0.376,0.11,0.6341948509216309
45,179.69272407052162,-22.820514672315355,0.3879344988304598,0.38,0.1125,0.6270163059234619
46,155.7547331888987,-9.413336699739016,0.38766038279954856,0.384,0.115,0.7308380603790283
47,167.82501097868294,39.74061257662087,0.38756822189352064,0.388,0.1175,0.6486530303955078
48,170.72947592930134,15.414425907226612,0.3873620279432969,0.392,0.12,0.7597627639770508
49,175.15703891111306,21.582435682218073,0.3871881141316987,0.396,0.1225,0.5889022350311279
50,175.24309083802288,50.656778521178374,0.387064249836178,0.4,0.125,0.6481451988220215
51,170.3354798214914,16.12501937880099,0.38703102539891726,0.404,0.1275,0.6211409568786621
52,151.07124701097163,-10.024965935409288,0.3870506659783387,0.40800000000000003,0.13,0.5526790618896484
53,161.92197486444158,51.107087468825924,0.3870340389088677,0.41200000000000003,0.1325,0.6411080360412598
54,176.74624280277794,34.0981502495962,0.38702527106742174,0.41600000000000004,0.135,0.5748012065887451
55,187.86170039636372,53.52446721997917,0.38688084979002607,0.42000000000000004,0.1375,0.6468789577484131
56,171.63024222697808,60.74719948877919,0.38664372979052014,0.42400000000000004,0.14,0.5498950481414795
57,208.01230699403945,46.00266978185713,0.3864634619221994,0.428,0.1425,0.5727250576019287
58,203.21588680738114,68.03554244096776,0.3862345105277593,0.432,0.145,0.5869450569152832
59,172.9127230681332,77.68943969003556,0.3860929734573564,0.436,0.1475,0.7425589561462402
60,154.80940133398983,38.24981808927995,0.386074678617389,0.44,0.15,0.7136740684509277
61,144.0547785723336,49.0499145946468,0.38607288673146384,0.444,0.1525,0.6172430515289307
62,175.83976157667016,82.75496377680373,0.3860026794399607,0.448,0.155,0.655947208404541
63,201.07295361943497,44.993932823201575,0.38603474316261976,0.452,0.1575,0.6526169776916504
64,203.20588528282357,37.93478359292909,0.3859383848790556,0.456,0.16,0.6414556503295898
65,183.3177992896059,88.3962711045771,0.3857147019751536,0.46,0.1625,0.710576057434082
66,162.8877411709586,7.903321540268513,0.3854390059168018,0.464,0.165,0.6307201385498047
67,179.26426704450978,35.3493504707592,0.385146421047848,0.468,0.1675,0.652177095413208
68,254.42308111262477,39.80681294136314,0.3849287691174917,0.47200000000000003,0.17,0.7278130054473877
69,188.91316870771865,53.96614182672869,0.38470830347532564,0.476,0.1725,0.665198802947998
70,201.39932239238587,75.25214266291763,0.38463761186293355,0.48,0.175,0.6894400119781494
71,168.3391265605826,29.211665084722352,0.38461186703622163,0.484,0.1775,0.6076509952545166
72,244.151562200125,38.659162699506304,0.3845641680883291,0.488,0.18,0.9328508377075195
73,265.33665935791487,71.01787334913998,0.3843497135212669,0.492,0.1825,0.8513410091400146
74,200.8900050602348,56.38125622061045,0.384204694934333,0.496,0.185,0.8544819355010986
75,258.31046424023833,79.15358416195518,0.3839833333534934,0.5,0.1875,0.8209080696105957
76,218.5406723288891,-13.510976237926872,0.3836628578474747,0.504,0.19,0.6195099353790283
77,234.5566032700019,18.461196180699528,0.3834040083736043,0.508,0.1925,0.9935100078582764
78,205.0642777582663,54.92195524037656,0.3831813506568083,0.512,0.195,1.1420788764953613
79,356.10170367982795,40.253594754697346,0.38289071389686846,0.516,0.1975,0.8980951309204102
80,240.4107280584657,109.9125590813488,0.38276557122883154,0.52,0.2,0.8777720928192139
81,354.69231660118885,48.17323500235823,0.3825421518298164,0.524,0.2025,1.424165964126587
82,246.10568856978094,36.40161781568271,0.3823948570380894,0.528,0.205,0.8828527927398682
83,286.7747368490127,38.38596494672636,0.38228560165732,0.532,0.2075,1.198415994644165
84,282.0203547387673,95.00849885543809,0.3822475073084642,0.536,0.21,1.1966941356658936
85,284.7439842928768,75.24675476668786,0.3821408521056591,0.54,0.2125,1.122154951095581
86,260.4602028068887,81.51852516067018,0.38199532776044454,0.544,0.215,1.414930820465088
87,242.32253116394804,71.44383550914617,0.38183185955939397,0.548,0.2175,1.317007064819336
88,312.94272812888306,111.72812461114162,0.3816271713995315,0.552,0.22,1.3781778812408447
89,301.5608688121627,112.04697717167093,0.38141510236164966,0.556,0.2225,1.3595929145812988
90,308.11402192553317,81.79331141550324,0.38124942250287885,0.56,0.225,1.5951111316680908
91,312.7091997653766,73.39472767327497,0.3810621744900175,0.5640000000000001,0.2275,1.3882272243499756
92,248.80828895066907,68.45342646208314,0.3809738526162893,0.5680000000000001,0.23,1.322389841079712
93,231.22717734662618,28.240994631795832,0.3808693836012115,0.5720000000000001,0.2325,1.317800760269165
94,290.2289593768437,69.87466446518738,0.3807592048037472,0.5760000000000001,0.235,1.3303589820861816
