gen,best,mean,sigma,gravity,phase,elapsed_s
110,717.8120483648023,247.37392891775116,0.3845115261221155,-2.19525,ramp 2%,1.7454850673675537
111,1010.7962637316768,213.80647356166673,0.3846891655207928,-2.214775,ramp 2%,1.658052921295166
112,991.3384046751643,246.19264743639033,0.384837958162751,-2.2343,ramp 3%,1.7838308811187744
113,680.5030632931025,196.23554024789647,0.38492178401174076,-2.253825,ramp 3%,1.778588056564331
114,804.4797457574451,223.72380825883732,0.3852485666718479,-2.27335,ramp 3%,1.9721028804779053
115,991.4720289544363,373.7957789322239,0.38562396103922303,-2.292875,ramp 3%,1.9455199241638184
116,1141.8703832228648,298.24989290961287,0.3859870750825012,-2.3124000000000002,ramp 4%,1.8086318969726562
117,856.7800866306743,361.4269617521211,0.38631297220136246,-2.331925,ramp 4%,1.8652453422546387
118,767.9000694747211,169.23448319866702,0.386578726515974,-2.35145,ramp 4%,1.674259901046753
119,1438.089044231442,320.9796013153285,0.3868742742119936,-2.370975,ramp 4%,1.7479939460754395
120,1147.495197574466,289.9732644787911,0.38705336107665084,-2.3905000000000003,ramp 5%,1.866131067276001
121,877.3126236225371,355.2578886841067,0.3872231886849197,-2.410025,ramp 5%,1.9382188320159912
122,1015.9314841633799,215.81383505961807,0.3873101259889746,-2.42955,ramp 5%,1.680654764175415
123,1077.9782495364764,355.905347658039,0.38736935917522053,-2.449075,ramp 5%,1.8721420764923096
124,890.515423636099,374.37410699018795,0.3872230865769932,-2.4686,ramp 6%,1.9351119995117188
125,1045.4669021145066,315.00544515333706,0.38705994798555754,-2.488125,ramp 6%,1.8000907897949219
126,1185.1172228963153,398.2739606967183,0.38694683583784023,-2.50765,ramp 6%,1.9436609745025635
127,836.1249791799224,338.5674593823466,0.3867922495009619,-2.527175,ramp 6%,1.8308660984039307
128,1495.5639304234446,370.64335208536147,0.3865501397526286,-2.5467,ramp 7%,1.894226312637329
129,1169.0781106513634,368.60820055817123,0.3864098456193287,-2.566225,ramp 7%,1.9183361530303955
130,1525.8741475922543,391.0653974335139,0.3862609382247188,-2.58575,ramp 7%,1.9014427661895752
131,1485.7673909566208,471.2309502983711,0.3862463425349816,-2.605275,ramp 7%,2.1708381175994873
132,1266.2148800491493,441.6223446672613,0.386086247504421,-2.6248,ramp 8%,2.0603089332580566
133,1189.7998225719107,453.13857556735627,0.3859278801455255,-2.6443250000000003,ramp 8%,2.1892900466918945
134,1145.9353600735,411.3674219338874,0.3857934812837844,-2.66385,ramp 8%,1.9204671382904053
135,1417.2467954078459,397.70120164023433,0.3856135001092446,-2.683375,ramp 8%,1.935208797454834
136,1101.7633245790964,512.345315073227,0.38517756702573436,-2.7029,ramp 9%,2.1937170028686523
137,964.1733684707879,495.2925520832594,0.38465335217146807,-2.722425,ramp 9%,2.0904157161712646
138,1170.6619241564842,496.9386842089966,0.3842094742822798,-2.74195,ramp 9%,1.9642109870910645
139,908.3529025271786,480.4982264729183,0.383840223160098,-2.761475,ramp 9%,2.333444833755493
140,1234.267457602048,473.15616974955776,0.3834442306526087,-2.781,ramp 10%,2.138577938079834
141,1052.5490643405299,432.6645574830007,0.3831779401634065,-2.800525,ramp 10%,2.001629114151001
