gen,best,mean,sigma,penalty_scale,correction_scale,elapsed_s
0,-49.68212074175261,-69.60135078853922,0.4905618296546842,0.2,0.0,1.6043636798858643
1,-52.80070316297846,-69.77245317323818,0.4823433269348298,0.20400000000000001,0.0025,0.1995539665222168
2,10.068360025640526,-65.10804420144676,0.4752432596343592,0.20800000000000002,0.005,0.19613218307495117
3,-28.377463037158567,-63.52130996326533,0.46869691467537095,0.21200000000000002,0.0075,0.26894712448120117
4,-29.122801406069943,-61.89639023768318,0.4627774260489695,0.21600000000000003,0.01,0.2417736053466797
5,-14.095443148147178,-56.6342508357712,0.45726000496450475,0.22000000000000003,0.0125,0.29758787155151367
6,-19.40473483745667,-65.30397261567921,0.4522104019546866,0.224,0.015,0.27773475646972656
7,-5.5842754527792655,-59.63316178693187,0.4477068938035027,0.228,0.0175,0.2959859371185303
8,66.16202801428678,-49.36164941831885,0.44361012704519354,0.232,0.02,0.30643606185913086
9,144.2350530096381,-41.53733134750915,0.43979135923361257,0.23600000000000002,0.0225,0.37607598304748535
10,138.31531052126164,-42.44353639470814,0.4363385275194851,0.24000000000000002,0.025,0.36147379875183105
11,146.71129088110604,-6.239183811630954,0.4331489843028664,0.24400000000000002,0.0275,0.4356231689453125
12,136.87219881587382,-13.792942188350462,0.43022668021328986,0.248,0.03,0.4142422676086426
13,147.66458076996233,12.477839777526196,0.4276770899250414,0.252,0.0325,0.45136308670043945
14,141.81498747842042,-5.310511682019509,0.42526835922312045,0.256,0.035,0.4543030261993408
15,153.83577725622547,15.32618435405056,0.4231521753364847,0.26,0.0375,0.5400888919830322
16,161.06812264571417,22.23788767031456,0.42100473121044857,0.264,0.04,0.5077731609344482
17,156.51425030335454,11.049720938377632,0.41898014151089685,0.268,0.0425,0.5113430023193359
18,143.84461235419874,30.72086641251393,0.4169646718179576,0.272,0.045,0.546159029006958
19,146.7316308619175,23.80195441894677,0.4148948971799716,0.276,0.0475,0.46735429763793945
20,148.55788281264248,10.932598066690584,0.412982328484582,0.28,0.05,0.5304586887359619
21,152.00210020320102,41.79627687837994,0.4113379438995861,0.28400000000000003,0.0525,0.5828971862792969
22,146.73014701760516,19.37393100986036,0.4099283566282226,0.28800000000000003,0.055,0.4655179977416992
23,145.49944907092245,50.779389970559386,0.40845408700511865,0.29200000000000004,0.0575,0.5602390766143799
24,143.96917522615297,45.304719996021994,0.40720855014401397,0.29600000000000004,0.06,0.6176340579986572
25,144.94907330977455,30.22595367164455,0.4060294787597104,0.30000000000000004,0.0625,0.5611660480499268
26,153.0546142843116,79.49416956700223,0.4049477987029296,0.30400000000000005,0.065,0.684589147567749
27,168.62635164061996,59.540045807001505,0.40397424049703035,0.30800000000000005,0.0675,0.6776480674743652
28,163.44595017409054,72.80073635257872,0.40303361829096135,0.31200000000000006,0.07,0.7420217990875244
29,149.65449201057334,61.89217337637791,0.40236757472537604,0.316,0.0725,0.7822911739349365
30,146.73030410275157,75.00334529949937,0.4017489617492896,0.32,0.075,0.766329288482666
31,144.50729411402733,101.21320893327474,0.40108114613714196,0.324,0.0775,0.7209229469299316
32,158.04230728029643,29.22118966553119,0.40039629708881325,0.328,0.08,0.8637378215789795
33,178.36375272415683,67.8392292081524,0.3996358325509552,0.332,0.0825,0.7980308532714844
34,155.30545421318774,71.95156701715753,0.39891501343453223,0.336,0.085,0.8435378074645996
35,157.15607974801355,44.958528589566434,0.39821194613968197,0.33999999999999997,0.0875,0.7223999500274658
36,157.7408572989751,58.873785965321964,0.39732758039617133,0.344,0.09,0.8708009719848633
37,171.3137636815463,13.596605668041112,0.3965889479585151,0.348,0.0925,0.9026930332183838
38,188.585319995381,50.58463682313616,0.39610351355872425,0.35200000000000004,0.095,0.8254420757293701
39,153.01253736547423,68.2523840739561,0.39591589390630905,0.35600000000000004,0.0975,0.8526949882507324
40,157.72982272161303,52.650722418206115,0.39568462317341463,0.36000000000000004,0.1,0.9802107810974121
41,164.95386328101338,45.27753617406434,0.3957424169542652,0.364,0.1025,0.8859822750091553
42,167.33826830497944,70.9460723753546,0.3958387698985446,0.368,0.105,0.8656129837036133
43,146.9212788076743,91.05095830086903,0.39588919280458634,0.372,0.1075,0.7900660037994385
44,190.622168911949,99.75980363902431,0.3960391394708158,0.376,0.11,0.8138439655303955
45,157.9137425448754,51.76595809967968,0.39600140248325405,0.38,0.1125,0.9340128898620605
46,191.24025451361445,60.99106095852903,0.39586369390782994,0.384,0.115,0.9492249488830566
47,163.8673566350726,37.8109530493944,0.39572231825777293,0.388,0.1175,1.0165081024169922
48,194.2123220835468,112.68448187956108,0.39565590917358134,0.392,0.12,0.9906508922576904
49,179.85071069130768,42.326104078734566,0.39563584417706005,0.396,0.1225,0.9877419471740723
50,193.95314376240694,65.64786977815399,0.3956297421672852,0.4,0.125,1.1943590641021729
51,222.2553780918023,35.301761012131486,0.3955019259983365,0.404,0.1275,1.0742919445037842
52,255.53524772977016,72.1983927575859,0.3953867819195805,0.40800000000000003,0.13,1.069406270980835
53,234.10758530165114,73.08153153101696,0.3954031051532586,0.41200000000000003,0.1325,0.9986820220947266
54,222.75491535550336,76.4806920872765,0.39541349512541285,0.41600000000000004,0.135,1.0446431636810303
55,207.11264442484173,47.13597679536024,0.39543834204753536,0.42000000000000004,0.1375,1.0590732097625732
56,237.9088158034383,71.53498858830551,0.3954455518921896,0.42400000000000004,0.14,1.1561119556427002
57,217.82186318406352,32.63627403590625,0.39531134436620413,0.428,0.1425,0.9760739803314209
58,279.77416882338287,18.027149084269617,0.395237631571361,0.432,0.145,1.3252861499786377
59,211.9761146235671,61.64729468147918,0.3950879193753124,0.436,0.1475,1.0842108726501465
60,260.34805098368696,35.86856420000355,0.3950367166915799,0.44,0.15,1.1792912483215332
61,239.9618101812971,-0.8733156845055448,0.39500140570850345,0.444,0.1525,0.9073660373687744
62,188.61243732633102,73.68850093947043,0.3949937857627238,0.448,0.155,1.0522501468658447
63,191.84066386303255,47.714586516995965,0.3951260059462656,0.452,0.1575,1.2582557201385498
64,179.3414025234614,90.6104931492609,0.3952892310592002,0.456,0.16,1.0913021564483643
65,223.00411941998357,81.36886799270931,0.39524842795264026,0.46,0.1625,1.362191915512085
66,213.41070590845288,65.07502293369089,0.39519224356441957,0.464,0.165,1.0620930194854736
67,215.02883681808348,60.85811286781135,0.39500592704911713,0.468,0.1675,1.0828838348388672
68,264.11950649297313,97.92668001894965,0.3949205821533674,0.47200000000000003,0.17,1.412121057510376
69,231.6387218774136,85.1570292647171,0.39506102797644865,0.476,0.1725,1.3120160102844238
70,242.47556699213587,90.19922748663082,0.39538391730846856,0.48,0.175,1.1015560626983643
71,231.70038185617355,78.04278918969847,0.39575484902690716,0.484,0.1775,1.3464100360870361
72,218.51938663773993,95.21056608899428,0.3961043634538593,0.488,0.18,1.461379051208496
73,265.0054381523283,109.27091043138428,0.3964498277113227,0.492,0.1825,1.3885650634765625
74,305.30148116360397,94.82480843492294,0.39664357054365135,0.496,0.185,1.605078935623169
75,276.3122688390326,91.3902184032275,0.3966861829968339,0.5,0.1875,1.8543601036071777
76,280.9765983307439,75.7849142506368,0.39678035539137974,0.504,0.19,1.681947946548462
77,251.30598661301292,81.60792239330875,0.3968832695201161,0.508,0.1925,1.9948012828826904
78,353.6776471326438,99.1178263496685,0.3970641019449434,0.512,0.195,1.9579901695251465
79,215.71411418436642,108.33986681167289,0.39719991802850757,0.516,0.1975,2.0211498737335205
80,278.8474936525209,118.15599104461614,0.39736568784197895,0.52,0.2,2.35992693901062
81,318.0426314071382,127.13148352022492,0.39756055417420516,0.524,0.2025,2.3382041454315186
82,323.810644920789,159.4859351562775,0.39783771381168237,0.528,0.205,2.559922218322754
83,283.77370136406466,128.06274652074958,0.3981617596648984,0.532,0.2075,2.4597020149230957
84,362.2407462858528,141.02609792063726,0.39839610835690664,0.536,0.21,2.457314968109131
85,263.6229583489674,111.03651942231572,0.3984605092330071,0.54,0.2125,2.066957950592041
86,288.45426278655395,120.87489939080703,0.39849923244944935,0.544,0.215,2.2303237915039062
87,299.40662387068113,124.26234318312004,0.3985964856469375,0.548,0.2175,2.198702096939087
88,326.8205680218084,117.79525075696874,0.39867949577135975,0.552,0.22,2.0937020778656006
89,304.6598924111651,127.30571195043994,0.39894807468520727,0.556,0.2225,1.9461820125579834
90,271.8515043195127,146.1037680040888,0.39907005004042356,0.56,0.225,2.2537760734558105
91,334.18401762345326,118.4433083882108,0.39920759542607287,0.5640000000000001,0.2275,2.2100768089294434
92,343.3063730544242,133.68497620015307,0.3993371360626544,0.5680000000000001,0.23,1.7969958782196045
93,329.8798562835054,97.68303245672938,0.39956272474653,0.5720000000000001,0.2325,1.7481112480163574
94,275.3664141476001,94.02913764040629,0.39978744257292653,0.5760000000000001,0.235,1.707651138305664
95,289.61535939243663,111.18519286264709,0.4001442686306163,0.5800000000000001,0.2375,1.6995868682861328
96,384.5589904361023,133.11513938811498,0.4004112513840443,0.5840000000000001,0.24,1.8666608333587646
97,297.33518082627586,127.47288475093316,0.4006261482680845,0.5880000000000001,0.2425,1.9566190242767334
98,294.7185882017324,127.12097821262482,0.40095272799175324,0.5920000000000001,0.245,2.093687057495117
99,304.79225124565204,126.05188141957515,0.4012489231067021,0.5960000000000001,0.2475,2.4828202724456787
100,272.3618434270364,92.33806509782039,0.4014653235924368,0.6000000000000001,0.25,2.4323110580444336
101,323.304093823762,159.31668267367536,0.4016541324991263,0.6040000000000001,0.2525,2.420919895172119
102,341.31718512475356,154.246592349231,0.40168979306592834,0.6080000000000001,0.255,2.0613250732421875
103,332.7364974767354,141.498600835106,0.40165902014095145,0.6120000000000001,0.2575,1.576848030090332
104,405.76385096926106,144.01339353589873,0.40166047034250907,0.6160000000000001,0.26,1.7685322761535645
105,342.1071681136919,158.67434841860853,0.40170147487253705,0.6200000000000001,0.2625,1.833103895187378
106,317.6022934701443,140.5413444082879,0.4017357121026307,0.6240000000000001,0.265,1.7195079326629639
107,338.57260630607834,95.70728030485546,0.40179144792702964,0.6280000000000001,0.2675,1.4270908832550049
108,447.656482495439,149.27416078406281,0.40162245485964565,0.6320000000000001,0.27,1.77817702293396
109,340.8161457196814,131.79925317314542,0.4015638401139785,0.6360000000000001,0.2725,2.0929181575775146
110,383.2734594507312,133.3261792058285,0.40146029392353044,0.6400000000000001,0.275,2.1590211391448975
111,353.46323757705335,134.93154413959456,0.4014866172546684,0.6440000000000001,0.2775,1.6345100402832031
112,307.1446442290954,120.48553824130468,0.40149577163082045,0.6480000000000001,0.28,2.037562847137451
113,360.0564019177844,49.08723380866125,0.40146571503144757,0.6519999999999999,0.2825,1.689439058303833
114,342.69421444401013,127.4605189498968,0.40159077148562466,0.6559999999999999,0.285,2.120882034301758
115,364.34154723928356,152.7767862754735,0.40181783563116313,0.6599999999999999,0.2875,2.0087358951568604
116,407.207814858659,171.59100404402656,0.4020367056922242,0.6639999999999999,0.29,2.0342020988464355
117,345.88971890894464,146.02835088772608,0.40219775884201225,0.6679999999999999,0.2925,1.9053318500518799
118,440.1182529698051,126.64845742142822,0.40245119422758785,0.6719999999999999,0.295,1.7951469421386719
119,360.9259503776345,127.35417058636645,0.40270396915114176,0.6759999999999999,0.2975,1.8324360847473145
120,393.2030582067896,163.78155638882572,0.40297539108677083,0.6799999999999999,0.3,1.9800231456756592
121,342.99532818787293,166.63661630180962,0.4031666077565927,0.6839999999999999,0.3025,2.4481489658355713
122,309.2055038593894,153.18552340089968,0.4034715888635331,0.688,0.305,2.126890182495117
123,413.6919586683085,205.28536635182772,0.40372387959781525,0.692,0.3075,2.4981689453125
124,398.8464374730709,160.00913058015914,0.40403027063089336,0.696,0.31,2.3748397827148438
125,382.3697525203327,182.00794322972834,0.40439451779727764,0.7,0.3125,2.223555088043213
126,390.5586274533328,193.26851990532276,0.4046525905887076,0.704,0.315,2.3411381244659424
127,406.97682926050874,208.23474307862497,0.4048588973897996,0.708,0.3175,2.364717960357666
128,392.6813542792275,236.052302225358,0.4050037576701471,0.712,0.32,2.4295248985290527
129,381.4489803549427,154.13163589128186,0.40520894115898387,0.716,0.3225,2.0917699337005615
130,449.8321362655952,191.5974963708285,0.4054996573412471,0.72,0.325,2.28534197807312
131,435.20354762360375,208.78953258361662,0.40590942526441354,0.724,0.3275,2.316443920135498
132,387.7414580993593,204.26434509753113,0.406336676008492,0.728,0.33,2.639096975326538
133,401.8125621676297,162.86605046738381,0.4067304935044315,0.732,0.3325,2.0344607830047607
134,363.2186970720297,205.73254012430152,0.4069399988145918,0.736,0.335,2.1270971298217773
135,428.7392961786181,175.6299545250864,0.40702566290423964,0.74,0.3375,2.1364529132843018
136,387.83127680212857,156.89841977996076,0.40715869269225424,0.744,0.34,2.2252259254455566
137,384.7727015660809,109.43067224741321,0.4072633941453514,0.748,0.3425,2.003002882003784
138,385.2521013782098,135.44758022028233,0.4072757007434504,0.752,0.345,1.6512529850006104
139,384.24362661127935,172.46810216874346,0.40730695119782134,0.756,0.3475,2.095961093902588
140,423.52143221565075,175.3086667780621,0.40754497113081245,0.76,0.35,2.2106807231903076
141,416.66110190285195,189.63567032668794,0.40780556264928985,0.764,0.3525,2.775318145751953
142,378.19305737131367,158.58162775008708,0.4079081984018071,0.768,0.355,2.3362619876861572
143,369.0831838843785,180.76615073366278,0.4079876566832433,0.772,0.3575,2.182598114013672
144,397.4937780854955,216.71857781474827,0.4081484046363671,0.776,0.36,2.2450387477874756
145,425.3889400592669,130.29868474882113,0.4082971200038051,0.78,0.3625,1.984668254852295
146,386.3384033238794,168.75780046737367,0.4085741759375827,0.784,0.365,2.536865711212158
147,507.2335207381088,186.24332548038956,0.40882937314118317,0.788,0.3675,2.8432393074035645
148,455.4609255986458,165.32804133031735,0.40913747355146873,0.792,0.37,2.1546449661254883
149,432.29381398210757,165.11384492344993,0.4094004216999511,0.796,0.3725,2.0635828971862793
150,373.4098013544649,224.08428483576873,0.4096968124321165,0.8,0.375,2.7882659435272217
151,388.96566137898685,121.11345256250188,0.40985718321635206,0.804,0.3775,2.1856441497802734
152,456.3128445780779,145.80892888486363,0.4099230211366898,0.808,0.38,2.168922185897827
153,428.975455372423,187.35372529120156,0.4101664146889146,0.812,0.3825,2.7103590965270996
154,361.95513979635166,184.84640321028428,0.41033604768568044,0.8160000000000001,0.385,2.7981090545654297
155,410.63779475841164,195.98564532418334,0.4105005172328002,0.8200000000000001,0.3875,2.5459611415863037
156,462.49607351346094,182.19685142627796,0.4106180351472917,0.8240000000000001,0.39,2.5497453212738037
157,440.7644384155736,281.1517954362195,0.4107850396052167,0.8280000000000001,0.3925,2.8642020225524902
158,411.64422934770374,227.57330613768127,0.4110545641869511,0.8320000000000001,0.395,2.9711480140686035
159,427.3012965769289,210.35884263901934,0.4115496770342107,0.8360000000000001,0.3975,2.581998109817505
160,390.81161362031895,198.55747650011077,0.4121667686367047,0.8400000000000001,0.4,2.7725419998168945
161,358.1018763220486,171.67222257517642,0.4126720273309388,0.8440000000000001,0.4025,2.615428924560547
162,385.48859086912097,148.41188797442138,0.41320898666395023,0.8480000000000001,0.405,2.3758368492126465
163,352.6115470297685,174.3781435643437,0.4137178965288034,0.8520000000000001,0.4075,2.732426881790161
164,486.7715666037296,184.60721834100102,0.41416968282934025,0.8560000000000001,0.41,2.174043893814087
165,416.0320001406878,263.6876313585377,0.4144805164931237,0.8600000000000001,0.4125,2.6380159854888916
166,442.73628012310957,227.88738406828148,0.4147200531908921,0.8640000000000001,0.415,2.749998092651367
167,414.1141929435411,161.74817297996668,0.41496312004491787,0.8680000000000001,0.4175,2.760417938232422
