gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,3.2394750731190265,-73.07287937652322,0.4904309529005077,0.2,0.0,-7.169982457527719,random,1.5494308471679688
1,-47.00099277390569,-69.17350398869578,0.4821715945825319,0.20400000000000001,0.0025,-6.147782826891867,random,0.2262887954711914
2,-49.66857503262022,-64.57198616969137,0.47488413785573247,0.20800000000000002,0.005,-7.884105522050993,random,0.22339797019958496
3,-5.737129564323738,-59.86516129439978,0.4682878741756924,0.21200000000000002,0.0075,-10.427052996295322,random,0.2581949234008789
4,-32.96539748668952,-65.63823611400133,0.4623034837162233,0.21600000000000003,0.01,-9.27262464640203,random,0.2547781467437744
5,-24.631734550281095,-61.740862853914884,0.45685751516257916,0.22000000000000003,0.0125,-7.5342932001873,random,0.2781410217285156
6,62.28715746532907,-55.70613128671878,0.45197043752983457,0.224,0.015,-11.37333611666918,random,0.280040979385376
7,4.390327937418665,-49.24199642938125,0.44758333678792955,0.228,0.0175,-7.5445753180503115,random,0.34918904304504395
8,32.815355714477796,-40.04362538591913,0.4434488543406539,0.232,0.02,-8.256305702734327,random,0.4093623161315918
9,169.3862438253285,-33.553143931769846,0.43976925071920747,0.23600000000000002,0.0225,-9.15029940673507,random,0.4197361469268799
10,118.51493737907064,-16.07073605134537,0.43635831706132,0.24000000000000002,0.025,-8.999306637890678,random,0.4290609359741211
11,150.6992074085181,16.540067548442558,0.43336410996105706,0.24400000000000002,0.0275,-8.923870826628528,random,0.5011162757873535
12,162.61098207845023,38.531029255168065,0.43071299452332223,0.248,0.03,-6.937673735074585,random,0.5881719589233398
13,150.5495488256785,54.8030629844297,0.42820771458735774,0.252,0.0325,-9.874119517481377,random,0.5420961380004883
14,147.74964577507868,64.96189627412222,0.425829971880062,0.256,0.035,-9.616282564820162,random,0.5452618598937988
15,154.3790928890521,88.07292028337432,0.42364353160611534,0.26,0.0375,-9.749135272559403,random,0.6250100135803223
16,156.78597593634117,62.41763823206723,0.4216733088386971,0.264,0.04,-8.950332413848233,random,0.5600659847259521
17,165.14945197563648,48.358002422899595,0.42002477751889983,0.268,0.0425,-7.704521306515555,random,0.7173252105712891
18,163.0269107476984,52.527924038340664,0.4183496138298044,0.272,0.045,-11.829623181257492,random,0.5634081363677979
19,156.59107360431918,56.249316015334145,0.41680910556991024,0.276,0.0475,-9.793301307192648,random,0.7273299694061279
20,166.28235340898195,37.94929919534635,0.41527627221692426,0.28,0.05,-7.2462872011757,random,0.8255171775817871
21,174.42196918855802,58.68079516955326,0.413958392581694,0.28400000000000003,0.0525,-7.06611807899424,random,0.7800350189208984
22,143.28439373954313,61.47809567129101,0.4128697521506059,0.28800000000000003,0.055,-10.638984559975254,random,0.6684038639068604
23,168.163045275598,71.14518235724196,0.4119496971315372,0.29200000000000004,0.0575,-7.2755000283501285,random,0.9138758182525635
24,156.57589453490462,95.85002491679047,0.4109867128311087,0.29600000000000004,0.06,-11.09033216121772,random,0.7493329048156738
25,162.87521576922447,76.13171370037222,0.41007557706624714,0.30000000000000004,0.0625,-10.255774207495818,random,0.7190780639648438
26,174.02282087389514,2.5802947201402135,0.40907397440411114,0.30400000000000005,0.065,-6.860168705009273,random,0.9125301837921143
27,149.9491331789611,82.50358420134114,0.40811655484140635,0.30800000000000005,0.0675,-11.01134451534874,random,0.7083470821380615
28,155.96851847779942,91.61436424810903,0.40708762011793026,0.31200000000000006,0.07,-11.818471574626917,random,0.6883130073547363
29,159.6445642753295,87.04238545133684,0.40602034363046613,0.316,0.0725,-10.729008342813113,random,0.7829952239990234
30,196.00360747279493,-6.060371540612889,0.4051032922293443,0.32,0.075,-6.4880189493849665,random,0.9284789562225342
31,151.4455585568268,52.892336577994755,0.4040654927506403,0.324,0.0775,-9.685506027264296,random,0.692349910736084
32,161.63806833330003,68.16672046549684,0.40305601883229997,0.328,0.08,-10.192119028750417,random,0.729496955871582
33,197.01013375228425,23.436617312139905,0.4021648492020862,0.332,0.0825,-6.894860101746094,random,0.9492433071136475
34,149.9794763903933,64.45147412752178,0.40137956695623633,0.336,0.085,-11.442185014286313,random,0.6845886707305908
35,164.69079599570782,69.04993105209158,0.40066385584622505,0.33999999999999997,0.0875,-8.856424455307268,random,0.7866261005401611
36,175.51107084267025,73.1769949474446,0.39993012765205915,0.344,0.09,-7.026101769348903,random,0.8438889980316162
37,225.4697592792354,55.5199174706337,0.3991790387101039,0.348,0.0925,-6.827848585424716,random,0.9220292568206787
38,195.72564644737295,20.085284460403344,0.3985198689226886,0.35200000000000004,0.095,-8.021670680827041,random,0.8604316711425781
39,159.62683984858327,30.085158003081112,0.397980882000813,0.35600000000000004,0.0975,-10.851796610102202,random,0.6481647491455078
40,157.87107710737476,73.30159970746531,0.3974482421890867,0.36000000000000004,0.1,-11.428735153209718,random,0.6748998165130615
41,149.9488368514831,56.70388527922529,0.39692831649447086,0.364,0.1025,-11.782648092839962,random,0.6575949192047119
42,207.0921791165474,17.46513515038836,0.3963634988410284,0.368,0.105,-7.2428521079523875,random,0.9426250457763672
43,162.1783833688633,64.93943086389672,0.39579882744254,0.372,0.1075,-8.780319088725967,random,0.8698959350585938
44,162.34030135498253,16.409830815727236,0.3952484177996913,0.376,0.11,-10.707506409991316,random,0.8079550266265869
45,240.73679540643457,52.42396209575602,0.39476506180913395,0.38,0.1125,-7.108147021718495,random,1.0891649723052979
46,200.18406725773968,44.89684141275747,0.39442753937884406,0.384,0.115,-7.543001721756439,random,1.0216000080108643
47,166.42246766501182,49.53807784003139,0.39425892071634944,0.388,0.1175,-7.60519059733477,random,0.9935669898986816
48,234.23727439522204,66.79879837770004,0.39429387224821044,0.392,0.12,-6.9946972700011605,random,1.1495590209960938
49,164.0775860099852,48.2833908237328,0.39456180348792935,0.396,0.1225,-9.484459647628416,random,0.9604711532592773
50,193.7133107742437,92.62454233633872,0.3948235331199662,0.4,0.125,-10.067380230782915,random,0.973980188369751
51,158.12019114306318,78.82095716982963,0.3950237462798514,0.404,0.1275,-11.092148561023738,random,0.7991929054260254
52,198.04044841978342,25.545702675869286,0.3952164242486636,0.40800000000000003,0.13,-6.215117197296529,random,1.102769136428833
53,181.10254187584692,91.23627049387014,0.39547451879790624,0.41200000000000003,0.1325,-11.086318110056668,random,0.8897359371185303
54,205.58296141427059,56.56909655299997,0.39567177410992416,0.41600000000000004,0.135,-7.207927517158942,random,1.2848141193389893
55,159.84951768675643,55.91969377584703,0.39580171041393025,0.42000000000000004,0.1375,-11.05684728715124,random,0.9564452171325684
56,189.4286109134088,4.197691329693187,0.39574020914166597,0.42400000000000004,0.14,-11.492153712127832,random,1.094938039779663
57,198.06476868602525,-58.082602108663124,0.3956592308629531,0.428,0.1425,-8.684840811606241,random,1.1705620288848877
58,242.4460571530939,19.066081131347747,0.3954292351736438,0.432,0.145,-8.819136359422302,random,1.2616569995880127
59,230.01714760282928,-6.957114131410634,0.3952882121623527,0.436,0.1475,-6.078761792257721,random,1.3566501140594482
60,219.14370827496114,28.952426138826546,0.39505175860822384,0.44,0.15,-8.906735873765415,random,1.2647900581359863
61,207.97222201817127,-7.884721519860602,0.39476261723930584,0.444,0.1525,-8.586695676963334,random,1.4064092636108398
62,187.93955277604655,24.979146311905563,0.3944054034305135,0.448,0.155,-10.172472695123126,random,1.2900331020355225
63,271.8002675673907,-4.715743067453562,0.3939654240030739,0.452,0.1575,-6.338982151312609,random,1.47825288772583
64,214.50761010749716,51.3046360562329,0.393501044578551,0.456,0.16,-7.8699455065113355,random,1.6358799934387207
65,220.89169721373332,63.54859056652951,0.3930628165355729,0.46,0.1625,-6.705747268039416,random,1.3784632682800293
66,210.27408403971603,41.77705519346721,0.3926233197276433,0.464,0.165,-9.59582628728412,random,1.254134178161621
67,228.58397365996984,22.020056957296173,0.3922712880746113,0.468,0.1675,-7.244775071923862,random,1.561244010925293
68,256.9073901508752,41.1645357898898,0.3920562106828977,0.47200000000000003,0.17,-8.582508747195446,random,1.4980788230895996
69,300.71155294937375,62.69417125189405,0.3919013993363916,0.476,0.1725,-10.025100187591272,random,1.9167559146881104
70,235.02253944233112,73.32989432643629,0.39171599179039746,0.48,0.175,-7.640394663412191,random,1.6036722660064697
71,266.6732857372054,51.878014661747976,0.391491227021447,0.484,0.1775,-10.890131039481311,random,1.5441021919250488
72,289.98961248484216,101.24520195984414,0.39136585149355374,0.488,0.18,-7.183159060221846,random,1.785681962966919
73,312.6039779368894,71.42589394294068,0.39118172023388537,0.492,0.1825,-8.334561944762008,random,2.098074197769165
74,297.5157457723148,80.70115098353031,0.39099793181932924,0.496,0.185,-9.84470554366279,random,1.909801959991455
75,332.14928815154764,110.01845584397361,0.39083690870530435,0.5,0.1875,-8.334750026616371,random,1.872840166091919
76,293.4438879579088,99.25397135985797,0.3907375788147815,0.504,0.19,-7.965355286411469,random,1.7633259296417236
77,317.25254904951026,104.6058246406124,0.3906905364040049,0.508,0.1925,-7.155409973383381,random,1.792978286743164
78,275.21101531400774,79.27786323837213,0.3905793119350193,0.512,0.195,-10.135247727730619,random,1.4741029739379883
79,315.5365460261324,97.83183075924558,0.39044005725973324,0.516,0.1975,-9.787098351079973,random,2.2436442375183105
80,272.5852779331594,79.89436935348574,0.3904574525838944,0.52,0.2,-9.383712126875698,random,2.2549779415130615
81,277.4881245893915,84.13779232732402,0.390492335989898,0.524,0.2025,-8.447502152313607,random,2.381608247756958
82,291.74268594869324,60.41275725603001,0.39036328930529185,0.528,0.205,-6.82223588089186,random,1.771873950958252
83,302.17858809436257,110.79247310289774,0.3902552541403384,0.532,0.2075,-11.32713975038065,random,1.813621997833252
84,292.88642515108864,120.93469330087734,0.3900492407003701,0.536,0.21,-7.382395321980242,random,2.112043857574463
85,321.6123010476685,190.42106442848225,0.38985466395016344,0.54,0.2125,-8.451231527711444,random,2.9280025959014893
86,292.7299301997473,159.49330081021682,0.3896618487198355,0.544,0.215,-9.499113122203788,random,2.267120838165283
87,321.0458587417731,165.50820919948683,0.38938845070637274,0.548,0.2175,-9.699015803873305,random,2.7386860847473145
88,341.33754852622195,192.00478188942344,0.389142807403698,0.552,0.22,-8.022136915672071,random,2.49052095413208
89,337.8448782857847,187.93723174512343,0.3888218448058777,0.556,0.2225,-10.733916650238323,random,2.6869900226593018
90,310.73693684475955,162.1513745778239,0.3885513048073077,0.56,0.225,-9.152257359043054,random,2.449418067932129
91,323.96609458108264,131.0200819372808,0.3884865240333805,0.5640000000000001,0.2275,-9.774476410162816,random,1.9274120330810547
92,298.1078058448243,159.3161794527987,0.3885956993383765,0.5680000000000001,0.23,-8.034290781208611,random,2.140587091445923
93,313.5301505224539,173.4362894407197,0.3887162950053558,0.5720000000000001,0.2325,-10.365364956520672,random,2.73970890045166
94,332.07716707647575,181.9708798262638,0.3888551973518946,0.5760000000000001,0.235,-9.433353249458003,random,2.763712167739868
95,317.2892210528633,150.74204644274968,0.388958771400082,0.5800000000000001,0.2375,-11.083997541808566,random,2.90126895904541
96,303.0680594703603,200.9578310036224,0.38910701202487347,0.5840000000000001,0.24,-10.834683936821026,random,2.856722831726074
97,329.17080313300613,197.07190648675729,0.38908610356547213,0.5880000000000001,0.2425,-10.218185062890262,random,2.812999963760376
98,321.9001056131119,192.34912918095802,0.38891612845231044,0.5920000000000001,0.245,-6.886129824555525,random,2.1857919692993164
99,325.149585633359,146.943549003824,0.3888581296692162,0.5960000000000001,0.2475,-6.079151491528367,random,1.9882709980010986
100,316.7570962917711,211.48997348210523,0.38870658939272124,0.6000000000000001,0.25,-10.835188590440062,random,2.9016482830047607
101,306.62115313678925,142.17405981661514,0.38844304864814616,0.6040000000000001,0.2525,-10.775864769279929,random,2.3640780448913574
102,305.0710421575422,161.13501565895336,0.38830032640497575,0.6080000000000001,0.255,-7.102786826192135,random,2.4117560386657715
103,316.78213433743235,202.7251584038218,0.3881672980783289,0.6120000000000001,0.2575,-10.445586458246602,random,2.978684902191162
104,290.18441303755316,182.4454821379191,0.3879294860412995,0.6160000000000001,0.26,-11.603126369630061,random,2.510762929916382
105,302.16025545172073,168.43833455843313,0.3876538631746903,0.6200000000000001,0.2625,-7.893879307924017,random,2.305330753326416
106,299.22874462669273,180.13797370546422,0.38742570236316615,0.6240000000000001,0.265,-7.49144701082278,random,2.3717877864837646
107,306.0322104065921,169.14637535520404,0.3872663585511849,0.6280000000000001,0.2675,-10.651938582070521,random,2.310544967651367
108,307.77949091185667,170.1266148079977,0.3872535333875996,0.6320000000000001,0.27,-10.740609183526194,random,2.732083797454834
109,304.3493943364304,121.148739912432,0.3872008327726415,0.6360000000000001,0.2725,-6.119675636897615,random,1.9915099143981934
110,314.2284211364234,157.16642963204882,0.38714425892770754,0.6400000000000001,0.275,-6.00323482807478,random,2.3736701011657715
111,321.9426040733396,144.6811701795717,0.3871583259183706,0.6440000000000001,0.2775,-8.565941029382579,random,2.6310930252075195
112,315.98106597910174,162.89244817229095,0.3872550930759222,0.6480000000000001,0.28,-11.936223194191323,random,2.504415988922119
113,311.3507476278619,153.6067258692879,0.3874476914326516,0.6519999999999999,0.2825,-8.926699374294344,random,2.6051299571990967
114,310.80371194747096,184.87048238098765,0.38759997811544383,0.6559999999999999,0.285,-9.088094754569164,random,2.7250916957855225
