gen,best,mean,sigma,gravity,phase,elapsed_s
0,-335.30647151572225,-402.55596254420664,0.49029487171776254,-8.77101389116834,random,1.475586175918579
1,-326.03987416098647,-387.4050814377386,0.48205035444784916,-9.10590128899425,random,0.1064291000366211
2,-318.265546768007,-384.6268929863359,0.47475414059101734,-6.226429703123575,random,0.11833429336547852
3,-283.29582224915026,-356.7178091336078,0.4681493497378939,-11.322818768077399,random,0.17746686935424805
4,-259.85515718207785,-354.00432212929616,0.46215919995360183,-8.019534645078682,random,0.1611461639404297
5,-287.51670766001604,-347.18673096729646,0.4568481392512359,-8.281582005086555,random,0.14896798133850098
6,-249.60355288956566,-325.707317838723,0.4521707483681942,-8.669862765151375,random,0.2188878059387207
7,-288.4017516716828,-336.1655978799126,0.44778175891262517,-7.95853490385892,random,0.16883015632629395
8,-219.77529493442196,-330.3029995517143,0.4438306240878048,-10.011893836757043,random,0.22017312049865723
9,-249.1657405426039,-317.3371500224027,0.44009652365438673,-8.38700604571643,random,0.28272485733032227
10,-50.287740863786155,-308.87714755823765,0.4366711196304902,-8.390771393967075,random,0.26793718338012695
11,-221.9106508220627,-311.3911340475717,0.43348627861065947,-6.02232932729727,random,0.2739560604095459
12,-201.39890487906166,-321.5750909690263,0.43052403050579346,-6.8007846883382435,random,0.31972312927246094
13,30.38761918004529,-291.19732084809476,0.4278923234526946,-9.368560668064708,random,0.34305596351623535
14,27.08728385596309,-274.39774654757986,0.4255615949877598,-9.31879632417466,random,0.3409299850463867
15,-3.283007668226498,-280.835367936244,0.42329720979708374,-7.922500575704786,random,0.37760210037231445
16,-139.0174805650367,-285.69854040030856,0.4212862810442739,-6.116131855048682,random,0.3669769763946533
17,17.086923917541995,-231.3069220880885,0.4193948799142737,-10.48372485859818,random,0.4135549068450928
18,15.026020062602521,-232.0245745540132,0.4175058148586058,-8.394826185481708,random,0.4846630096435547
19,30.26455608046791,-206.56461821371983,0.41581119226506397,-11.179704866463144,random,0.4673159122467041
20,58.66505602738881,-202.6278041569707,0.4142701826411728,-7.475691804541053,random,0.5620999336242676
21,51.289746088558935,-139.31678871206645,0.41267398309200626,-11.577431130489337,random,0.5985968112945557
22,118.50306532196136,-113.6196753097333,0.41126695197308905,-6.274581910504119,random,0.6689097881317139
23,76.00969825028471,-126.3598623478646,0.40982078572618846,-7.036274634082902,random,0.7307541370391846
24,65.00342477345929,-160.53219103839106,0.40849524013003485,-10.259503693203003,random,0.5822238922119141
25,69.44587431308416,-162.5602423526164,0.4071945380537926,-9.031787748690942,random,0.6477270126342773
26,121.78338811071683,-166.57935722553174,0.40608473317506105,-10.44118063845311,random,0.7579588890075684
27,75.4468479104483,-47.41665688581535,0.4050262196749339,-8.75136533136956,random,0.8026778697967529
28,77.01154733786387,-80.02204717637991,0.40406192272496005,-8.338819633066219,random,0.8754498958587646
29,104.74304611213141,-88.08106610698171,0.4029978659135949,-8.427680970852926,random,0.8220598697662354
30,41.05709540040226,-81.80660506689773,0.40200992719934775,-9.973620500863106,random,0.7951338291168213
31,56.49599253102564,-82.27868210414667,0.40119254499111756,-11.789103921397102,random,0.7357797622680664
32,220.74830735031617,-16.939502674071488,0.4005438410246817,-8.552017053906164,random,0.8818070888519287
33,119.56831881867474,-82.17648734721465,0.4001223393387516,-8.301160240047304,random,0.9326808452606201
34,109.39458848932172,-74.1494308088676,0.39967221563830296,-9.178678099008872,random,0.8548259735107422
35,115.95601918765864,-79.8396269035525,0.39931292433470583,-8.724366171993983,random,0.8994951248168945
36,115.36168063577486,-103.22412778321402,0.39889637712451786,-11.519623350261343,random,0.7982068061828613
37,109.64202983065621,-105.23721792316785,0.3986119544903987,-9.095125437193936,random,0.9351420402526855
38,147.19011859897296,-1.3009425939502037,0.39844748409032416,-7.215940773211982,random,1.097175121307373
39,150.7847410827412,-13.170727533290119,0.3984250185136842,-11.317877486247749,random,0.8241968154907227
40,255.66901598764753,-156.92316894513283,0.39847381360916717,-6.355679900687329,random,1.0613176822662354
41,215.88244793563845,4.901086228302185,0.39868503957749885,-8.82921407885327,random,0.9927189350128174
42,154.6438124059567,-72.34711157372382,0.3988878677585726,-11.739331215776785,random,0.7487990856170654
43,290.7974142262164,-104.78669876134953,0.3990284874874088,-8.232012619516027,random,0.8693361282348633
44,276.90668056465114,-93.44914401819136,0.3991835854936202,-6.592191639218948,random,1.1095778942108154
45,180.00776264273154,-142.67669174577813,0.39926958026047366,-9.319010683322281,random,0.8183879852294922
46,87.5868948470873,-159.37399858782996,0.3993131411238964,-6.623942178947307,random,1.0221378803253174
47,295.86719444354515,-50.00357211521738,0.3994041811089914,-6.038694824435183,random,1.0900421142578125
48,210.69739607359296,-73.28565758336866,0.39959128068846994,-9.46114412795494,random,0.8513569831848145
49,181.60391048994606,-72.16971479544357,0.3997153962993455,-7.5547454762525055,random,0.9157991409301758
50,183.3749885171809,-122.05700785867721,0.3998664593556865,-10.622342755850434,random,0.7840509414672852
51,200.47167062528834,-119.03084121014858,0.40006259622101525,-10.084596350292028,random,0.8721389770507812
52,130.54975717768932,-65.09462083972177,0.40016020751949083,-9.81542362115626,random,0.9122331142425537
53,240.59973691838925,-82.17482194126731,0.40022423012288416,-9.209019111827663,random,0.9806630611419678
54,172.93274099068697,-93.84182807886404,0.40042350283592204,-10.349569571178087,random,0.8554089069366455
55,179.34763189635862,-95.58138693887189,0.40066360964356784,-7.2881064005139775,random,1.016577959060669
56,252.98179678178573,-143.88079205591862,0.4008919402746459,-9.094358011752774,random,0.9128010272979736
57,231.9509727818926,-145.97440433073135,0.40125384920914486,-10.326634188511056,random,0.8571338653564453
58,81.97692018296853,-81.59829570135636,0.4015345396271935,-6.7537191020455465,random,1.1367719173431396
