gen,best,mean,sigma,gravity,phase,elapsed_s
0,-253.72068791921728,-387.47520120982483,0.4906478680737215,-2.0,warmup,1.46754789352417
1,-327.28863401161465,-379.52465217901255,0.4825649046115966,-2.0,warmup,0.11076092720031738
2,-313.69734150287996,-366.9289154612993,0.47519566216021447,-2.0,warmup,0.12860584259033203
3,-298.704808348993,-368.91533026729223,0.46856592750205267,-2.0,warmup,0.12802982330322266
4,-170.66475648602886,-350.4704427458695,0.46264837895668276,-2.0,warmup,0.14754605293273926
5,-302.86241032343116,-359.83798725201575,0.45739438300433777,-2.0,warmup,0.1491081714630127
6,-166.4630568905824,-348.2881265523523,0.4527386935765352,-2.0,warmup,0.2180628776550293
7,-165.2045085963483,-335.3250151599643,0.44820517727318077,-2.0,warmup,0.22116518020629883
8,-270.4648381859209,-334.7525647045303,0.4440360759264374,-2.0,warmup,0.2048492431640625
9,-248.60734176093305,-340.4250726611285,0.44030328584457135,-2.0,warmup,0.24282407760620117
10,-261.1855639863575,-329.27814545152074,0.43694633566606556,-2.0,warmup,0.23298025131225586
11,-265.7216557563493,-337.6046434506608,0.43380437144554723,-2.0,warmup,0.21688413619995117
12,-148.48606296248465,-320.29183558433783,0.43090697067378947,-2.0,warmup,0.24454808235168457
13,-168.7203788248632,-324.01272303628843,0.42838213491017335,-2.0,warmup,0.23796892166137695
14,-147.57982793176157,-315.81319690170295,0.42601209994936756,-2.0,warmup,0.24282312393188477
15,-174.40219084359987,-322.6559546886294,0.423732754300272,-2.0,warmup,0.28771090507507324
16,-181.58268177594402,-319.51262564740307,0.42166784751270026,-2.0,warmup,0.27854013442993164
17,-3.7846877668405767,-299.5163114422161,0.4197659321254797,-2.0,warmup,0.2846260070800781
18,-17.401517040784416,-283.93338171374626,0.41794755992800325,-2.0,warmup,0.3934311866760254
19,-119.92903156899968,-292.79274139485403,0.41628037302483034,-2.0,warmup,0.33048391342163086
20,-149.99921545877888,-287.35448164107095,0.41465925908473733,-2.0,warmup,0.36058521270751953
21,-16.287711557964897,-270.72235158738073,0.4131828519690186,-2.0,warmup,0.44567131996154785
