gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-63.350023490893506,-76.10887932181993,0.4904750026366367,0.2,0.0,-1.6,lv0(-1.6),1.7434651851654053
1,-54.95246138108026,-72.33145912845619,0.4822644415096343,0.20400000000000001,0.0025,-1.6,lv0(-1.6),0.1716618537902832
2,-44.79737304561968,-65.543577198719,0.4749993297296613,0.20800000000000002,0.005,-1.6,lv0(-1.6),0.229949951171875
3,-52.31244287529043,-63.34691287222821,0.46854376958230554,0.21200000000000002,0.0075,-1.6,lv0(-1.6),0.28443002700805664
4,-44.49740082903612,-57.073939186238434,0.4627504155768509,0.21600000000000003,0.01,-1.6,lv0(-1.6),0.2950117588043213
5,-26.077535382278644,-53.28079272657526,0.457681038432101,0.22000000000000003,0.0125,-1.6,lv0(-1.6),0.3411409854888916
6,-37.33893430519169,-53.80996066181208,0.45297204253968515,0.224,0.015,-1.6,lv0(-1.6),0.4215569496154785
7,-33.092586856249405,-51.41237772991262,0.44874445594132295,0.228,0.0175,-1.6,lv0(-1.6),0.45281004905700684
8,-23.72220735235085,-48.24775939298561,0.4448892869897328,0.232,0.02,-1.6,lv0(-1.6),0.6034059524536133
9,-16.82635365699228,-47.73020742194285,0.4415235340915542,0.23600000000000002,0.0225,-1.6,lv0(-1.6),0.624647855758667
10,29.178878905461442,-43.497001338873204,0.43819640286829464,0.24000000000000002,0.025,-1.6,lv0(-1.6),0.6348350048065186
11,63.24099108687333,-34.36018779864707,0.43522499758092226,0.24400000000000002,0.0275,-1.6,lv0(-1.6),0.7292270660400391
12,26.053964133649128,-37.773849094365964,0.4324235961073437,0.248,0.03,-1.6,lv0(-1.6),0.756192684173584
13,31.855585482773268,-39.74012579722917,0.4298363302544252,0.252,0.0325,-1.6,lv0(-1.6),0.8230998516082764
14,82.63761649411578,-30.65433331788305,0.4275204075400045,0.256,0.035,-1.6,lv0(-1.6),0.9270472526550293
15,206.35487272786693,-20.71192997239393,0.4253988433249531,0.26,0.0375,-1.6,lv0(-1.6),0.9996778964996338
16,162.93597066221022,-28.12927677646386,0.42359707184777634,0.264,0.04,-1.6,lv0(-1.6),0.8947339057922363
17,284.5710652053233,-1.388991784872227,0.4219617895370384,0.268,0.0425,-1.6,lv0(-1.6),1.062840223312378
18,225.33362420731842,9.051545795453203,0.4204334480632668,0.272,0.045,-1.6,lv0(-1.6),1.1197130680084229
19,221.39318312016903,28.396216779570146,0.4189587606750871,0.276,0.0475,-1.6,lv0(-1.6),1.241591215133667
20,224.201515728166,33.50742767522895,0.41748243171705024,0.28,0.05,-1.6,lv0(-1.6),1.1663930416107178
21,214.59790760967994,40.1714144271436,0.4162832066798986,0.28400000000000003,0.0525,-1.6,lv0(-1.6),1.2396631240844727
22,227.96315790410605,57.8502407665982,0.4150796700859944,0.28800000000000003,0.055,-1.6,lv0(-1.6),1.3825099468231201
23,234.84032121534833,111.6533280085071,0.4139320259144002,0.29200000000000004,0.0575,-1.6,lv0(-1.6),1.5444438457489014
24,230.40404941377187,132.81511444603362,0.4129399406078694,0.29600000000000004,0.06,-1.6,lv0(-1.6),1.6628217697143555
25,289.29090982444905,128.01533218203616,0.4120486119551777,0.30000000000000004,0.0625,-1.6,lv0(-1.6),1.6707017421722412
26,320.3499845688014,61.75215837387193,0.41121591050698175,0.30400000000000005,0.065,-1.6,lv0(-1.6),1.7513799667358398
27,277.86402589381265,92.54313222902515,0.41046489787525403,0.30800000000000005,0.0675,-1.6,lv0(-1.6),1.8004791736602783
28,378.10202834892834,107.92311422410448,0.4096830924376336,0.31200000000000006,0.07,-1.6,lv0(-1.6),1.8199381828308105
29,373.6114047656465,121.07213856609712,0.4089181496541264,0.316,0.0725,-1.6,lv0(-1.6),1.8363659381866455
30,382.4230393268674,101.09639731183567,0.4081521876896787,0.32,0.075,-1.6,lv0(-1.6),1.6756880283355713
31,357.9260066265304,73.49319093904518,0.4074152070791717,0.324,0.0775,-1.6,lv0(-1.6),1.833366870880127
32,408.1145655427749,102.14916406814939,0.40672359688748677,0.328,0.08,-1.6,lv0(-1.6),1.8190531730651855
33,366.72883042244985,131.4977658213948,0.40602491312601596,0.332,0.0825,-1.6,lv0(-1.6),1.887545108795166
34,349.57138555353885,146.29663346943693,0.4056310879335062,0.336,0.085,-1.6,lv0(-1.6),2.01416015625
35,413.6897639710121,88.43608672558413,0.40544864573850337,0.33999999999999997,0.0875,-1.6,lv0(-1.6),2.129178047180176
36,390.2422928042544,143.3041527287371,0.40521134834284345,0.344,0.09,-1.6,lv0(-1.6),2.0739519596099854
37,339.7240638314907,123.44663630431106,0.4049185598100835,0.348,0.0925,-1.6,lv0(-1.6),2.360443115234375
38,345.62244543477686,139.2446446612898,0.40465756101499906,0.35200000000000004,0.095,-1.6,lv0(-1.6),2.2015490531921387
39,387.02236033071796,162.4184867983346,0.4043297499622903,0.35600000000000004,0.0975,-1.6,lv0(-1.6),2.0568439960479736
40,379.47653685869903,93.34243477892761,0.4038922733494903,0.36000000000000004,0.1,-1.6,lv0(-1.6),1.677304983139038
41,421.72977066365485,134.57709557495144,0.403618954931066,0.364,0.1025,-1.6,lv0(-1.6),1.8859341144561768
42,421.3364148571839,199.11565853061444,0.40337996255624586,0.368,0.105,-1.6,lv0(-1.6),2.2673397064208984
43,476.2798309178251,119.55802133014785,0.4031960044261019,0.372,0.1075,-1.6,lv0(-1.6),2.2450852394104004
44,454.3799168942191,154.52878654719797,0.40295310330920514,0.376,0.11,-1.6,lv0(-1.6),2.3061130046844482
45,403.1549606783813,131.7176751505987,0.4026681015412298,0.38,0.1125,-1.6,lv0(-1.6),2.3332300186157227
46,492.7341009912631,203.72959190823934,0.40227239398495274,0.384,0.115,-1.6,lv0(-1.6),2.6013898849487305
47,463.385156665666,175.81924894160767,0.4019980812732427,0.388,0.1175,-1.6,lv0(-1.6),2.343967914581299
48,581.1872849040524,191.6319983940763,0.40157309529951524,0.392,0.12,-1.6,lv0(-1.6),2.109647035598755
49,625.4528055500967,217.66572840036451,0.4009970552575311,0.396,0.1225,-1.6,lv0(-1.6),2.3870038986206055
50,601.6447541001438,211.15629811188757,0.40031382565237295,0.4,0.125,-1.6,lv0(-1.6),2.35831880569458
51,500.55499676707814,166.79917003295267,0.39953137962168045,0.404,0.1275,-1.6,lv0(-1.6),2.186458110809326
52,669.8640681900397,220.45261466086578,0.3987464352498275,0.40800000000000003,0.13,-1.6,lv0(-1.6),2.3570032119750977
53,558.4977221782825,218.2951739955141,0.39809199314139204,0.41200000000000003,0.1325,-1.6,lv0(-1.6),2.4741368293762207
54,529.6684577849694,231.92379801872593,0.3974763944804763,0.41600000000000004,0.135,-1.6,lv0(-1.6),2.6420979499816895
55,568.0837628766668,260.3816711445569,0.39691735220039226,0.42000000000000004,0.1375,-1.6,lv0(-1.6),2.3988590240478516
56,543.3273586754354,281.09761380063776,0.39647560859543807,0.42400000000000004,0.14,-1.6,lv0(-1.6),2.489504814147949
57,767.5096930673927,269.65002160587767,0.39629313228299906,0.428,0.1425,-1.6,lv0(-1.6),2.5583159923553467
58,605.6725663490024,232.54106432080388,0.3960300071052528,0.432,0.145,-1.6,lv0(-1.6),2.6014010906219482
59,498.9589804077422,210.96828580760416,0.39583213491701197,0.436,0.1475,-1.6,lv0(-1.6),2.4234840869903564
60,547.7908199584996,170.7524750481623,0.3955636243130447,0.44,0.15,-1.6,lv0(-1.6),2.3649682998657227
61,515.9187076633606,257.81431892132514,0.3953427635885389,0.444,0.1525,-1.6,lv0(-1.6),2.5066730976104736
62,556.5871561189738,273.20199782242537,0.39508218549963103,0.448,0.155,-1.6,lv0(-1.6),2.640225887298584
63,1205.566364828117,313.7010722058491,0.39491355586761945,0.452,0.1575,-1.6,lv0(-1.6),2.9649758338928223
64,1006.9175066934991,263.665237631818,0.3947011134204204,0.456,0.16,-1.6,lv0(-1.6),2.574573040008545
65,819.5695005176495,285.9885811105627,0.3944821369806068,0.46,0.1625,-1.6,lv0(-1.6),2.5617101192474365
66,910.0676611268859,293.96515812625796,0.39416609566150856,0.464,0.165,-1.6,lv0(-1.6),2.4296860694885254
67,686.5883473452617,354.9420585222325,0.3937507947522129,0.468,0.1675,-1.6,lv0(-1.6),2.643878936767578
68,670.7658733789825,313.0223245239846,0.39341554805137874,0.47200000000000003,0.17,-1.6,lv0(-1.6),2.663641929626465
69,808.8924489797749,282.8423937619283,0.39321779819855307,0.476,0.1725,-1.6,lv0(-1.6),2.635438919067383
70,995.438285606731,322.84683631599114,0.39296982446768397,0.48,0.175,-1.6,lv0(-1.6),2.5021860599517822
71,870.013557300831,375.99386235670534,0.3927814760849385,0.484,0.1775,-1.6,lv0(-1.6),2.4222049713134766
72,792.9426447990768,382.3609288111446,0.3926352591915636,0.488,0.18,-1.6,lv0(-1.6),2.7735631465911865
73,689.1933668214238,242.20282391833834,0.3924077705887465,0.492,0.1825,-1.6,lv0(-1.6),2.54384708404541
74,759.1945989411144,300.8255554263054,0.39214066811487613,0.496,0.185,-1.6,lv0(-1.6),2.5617971420288086
75,950.4172216373436,323.0976390163592,0.39199609782216205,0.5,0.1875,-1.6,lv0(-1.6),2.6431329250335693
76,1181.4422964731673,334.480983812666,0.3919832437094343,0.504,0.19,-1.6,lv0(-1.6),2.5802948474884033
77,959.9278966540705,365.97783979682214,0.39211945509818474,0.508,0.1925,-1.6,lv0(-1.6),2.7315378189086914
78,797.2900500826227,388.26242335706394,0.3923965272056347,0.512,0.195,-1.6,lv0(-1.6),2.725580930709839
79,912.1873542793828,383.6810524858844,0.39290706377491785,0.516,0.1975,-1.6,lv0(-1.6),2.8035311698913574
80,945.6122853662029,224.84497889445515,0.3931668482097697,0.52,0.2,-1.6,lv0(-1.6),2.363792896270752
81,1031.3965863105602,335.5569747100318,0.39328858319202886,0.524,0.2025,-1.6,lv0(-1.6),2.5873868465423584
82,1097.4158431796516,408.9123793232235,0.39346850271147293,0.528,0.205,-1.6,lv0(-1.6),2.82737398147583
83,1031.9590804282998,414.6557116923386,0.39365129537159066,0.532,0.2075,-1.6,lv0(-1.6),2.669051170349121
84,946.223039016205,270.81247906431145,0.39397799329273087,0.536,0.21,-1.6,lv0(-1.6),2.458202838897705
85,807.2253009612797,318.0069866045654,0.3940908617125437,0.54,0.2125,-1.6,lv0(-1.6),2.791450262069702
86,1165.0865437062141,510.27912961460726,0.394169385049814,0.544,0.215,-1.6,lv0(-1.6),3.2712912559509277
87,1090.4787350723757,371.47440175066237,0.3942555985061615,0.548,0.2175,-1.6,lv0(-1.6),2.7437891960144043
88,1056.652329083168,432.7115948585696,0.3944341726627592,0.552,0.22,-1.6,lv0(-1.6),2.9878041744232178
89,1097.9413376376658,497.02412594330144,0.39474953169231525,0.556,0.2225,-1.6,lv0(-1.6),3.004674196243286
90,967.6579905700927,468.91872573441844,0.3950727773787129,0.56,0.225,-1.6,lv0(-1.6),3.149245023727417
91,1183.1398601703381,452.83930591420784,0.3954437969960758,0.5640000000000001,0.2275,-1.6,lv0(-1.6),3.0234479904174805
92,1224.968996708897,493.7900359603751,0.39600391644287863,0.5680000000000001,0.23,-1.6,lv0(-1.6),3.016176700592041
93,1184.2456312218017,443.8518609217892,0.3965329530650438,0.5720000000000001,0.2325,-1.6,lv0(-1.6),3.0416419506073
94,1230.4278013737546,529.8033827641054,0.39714379173588027,0.5760000000000001,0.235,-1.6,lv0(-1.6),3.0397958755493164
95,1024.8790538839933,492.3789524574321,0.3975363761377101,0.5800000000000001,0.2375,-1.6,lv0(-1.6),2.9932310581207275
96,1175.9004463672172,569.9666547143795,0.3978093220054513,0.5840000000000001,0.24,-1.6,lv0(-1.6),2.971295118331909
97,1086.589327653034,458.5658347634782,0.39797662075457846,0.5880000000000001,0.2425,-1.6,lv0(-1.6),2.9337399005889893
98,1277.8174741825605,558.4449583692018,0.3980586828740753,0.5920000000000001,0.245,-1.6,lv0(-1.6),3.188214063644409
99,1110.5424781044405,547.7644243373381,0.3982699722805719,0.5960000000000001,0.2475,-1.6,lv0(-1.6),3.1390559673309326
100,1238.9805452922692,715.1831882511709,0.3985265609790195,0.6000000000000001,0.25,-1.6,lv0(-1.6),3.4012601375579834
101,1382.1868852010928,647.3722558168099,0.39867222142458664,0.6040000000000001,0.2525,-1.6,lv0(-1.6),3.1481897830963135
102,1254.472945446342,597.6389713461373,0.39865986118673996,0.6080000000000001,0.255,-1.6,lv0(-1.6),3.3228189945220947
103,1351.3343376699756,723.9131534238916,0.3987229756488634,0.6120000000000001,0.2575,-1.6,lv0(-1.6),3.3850157260894775
104,1306.952103874353,708.9881737651418,0.3989458438198123,0.6160000000000001,0.26,-1.6,lv0(-1.6),3.336570978164673
105,1187.071380016728,659.6849692397827,0.39912726920394076,0.6200000000000001,0.2625,-1.6,lv0(-1.6),3.299838066101074
106,1124.8380564354875,657.5741320574211,0.3993527087266122,0.6240000000000001,0.265,-1.6,lv0(-1.6),3.212207794189453
107,1168.5899044638252,735.2021270289712,0.3994704869647863,0.6280000000000001,0.2675,-1.6,lv0(-1.6),3.3585128784179688
108,1237.8367985196498,729.2527554341887,0.3996926383882348,0.6320000000000001,0.27,-1.6,lv0(-1.6),3.4368550777435303
109,1090.5349180009987,558.4028438046083,0.3998729747054492,0.6360000000000001,0.2725,-1.6,lv0(-1.6),3.1378519535064697
110,1210.1061406337678,767.1715626314447,0.39994110367123376,0.6400000000000001,0.275,-1.6,lv0(-1.6),3.365250825881958
111,1316.801924028068,820.8598234293086,0.39992958209924523,0.6440000000000001,0.2775,-1.6,lv0(-1.6),3.368974208831787
112,1241.0872704810333,883.5463233987223,0.3999525842410839,0.6480000000000001,0.28,-1.6,lv0(-1.6),3.6498522758483887
113,1308.417166981735,716.6175030824263,0.40002167302949004,0.6519999999999999,0.2825,-1.6,lv0(-1.6),3.463387966156006
114,1331.2595609794744,728.9311490676649,0.39998395366596823,0.6559999999999999,0.285,-1.6,lv0(-1.6),3.4454879760742188
115,1300.2165970030526,712.8079839699393,0.4000774432774008,0.6599999999999999,0.2875,-1.6,lv0(-1.6),3.3294379711151123
116,1226.6099439171392,753.8229528366586,0.4000746171100166,0.6639999999999999,0.29,-1.6,lv0(-1.6),3.292191743850708
117,1288.6657946603239,817.8186394472177,0.3999810790436895,0.6679999999999999,0.2925,-1.6,lv0(-1.6),3.4794998168945312
118,1273.9791380344543,727.3668519691887,0.39999616265987803,0.6719999999999999,0.295,-1.6,lv0(-1.6),3.413879871368408
119,1226.0518829340951,707.9417815694939,0.3999736061148016,0.6759999999999999,0.2975,-1.6,lv0(-1.6),3.3753721714019775
120,1353.1342279353312,825.6058820273581,0.3998148393076754,0.6799999999999999,0.3,-1.6,lv0(-1.6),3.667024850845337
121,1173.737262215448,684.216604839492,0.3997129035070503,0.6839999999999999,0.3025,-1.6,lv0(-1.6),3.1502561569213867
122,1329.554408557757,813.3572188546924,0.39971881727694214,0.688,0.305,-1.6,lv0(-1.6),3.566314935684204
123,1266.9523991350945,794.3098485042253,0.3997026043912201,0.692,0.3075,-1.6,lv0(-1.6),3.545090913772583
124,1363.6426621646826,750.1886411962811,0.39952420604373295,0.696,0.31,-1.6,lv0(-1.6),3.360764265060425
125,1243.5766278208428,701.2614521420213,0.3993778571686086,0.7,0.3125,-1.6,lv0(-1.6),3.3951609134674072
