gen,best,mean,sigma,gravity,phase,elapsed_s
0,-211.94541156744774,-389.4811665509737,0.49066068636404725,-6.341663366565794,random,1.5056099891662598
1,-335.53881523125455,-387.6775475213825,0.48257675286279134,-10.58341183562199,random,0.1085202693939209
2,-301.8982074755831,-373.89017395304245,0.4754275897961033,-8.206572291332773,random,0.12471723556518555
3,-316.474018107954,-367.89636152182413,0.46896568876977,-10.8088900967655,random,0.14173173904418945
4,-284.26259066576023,-363.36234336481095,0.4630832776521198,-11.292576617837286,random,0.1193230152130127
5,-301.695842761904,-357.6274952477867,0.4576206546998294,-10.905936378386079,random,0.12408709526062012
6,-308.6053263033667,-352.8225449123205,0.45268779237274254,-11.551859379908947,random,0.14069724082946777
7,-282.42437051634136,-348.3110954374187,0.44820755315265104,-9.33857925823738,random,0.1559290885925293
8,-253.97455397059582,-338.73679683189226,0.4441466574717432,-8.106630858923957,random,0.14187288284301758
9,-202.14119187182632,-345.58261489563745,0.44049082972221815,-8.51372724861539,random,0.16962385177612305
10,-256.82110964758937,-330.2258215280965,0.4371544932384971,-6.664049017276738,random,0.17509818077087402
11,-242.1970329451054,-334.56097171006775,0.434424335860525,-7.551723932937107,random,0.1682450771331787
12,-222.4478959161839,-334.19317881306904,0.4318612407541578,-9.13908183578547,random,0.2153470516204834
13,-295.9743940579978,-322.9809365185291,0.42957055466117605,-6.711154591710824,random,0.1835639476776123
14,-218.07054965556438,-320.5159145175776,0.4273972653543833,-9.615770861153969,random,0.18446898460388184
15,-229.57868468012225,-319.9442471269932,0.42539091810372487,-11.79110822386733,random,0.24358296394348145
16,-95.02768390909677,-321.85339391937697,0.4235969454757106,-9.373456025905682,random,0.20467591285705566
17,-87.65802545706833,-311.8655652717061,0.42186621507897987,-11.35126212489082,random,0.22233271598815918
18,-108.0653331818382,-289.78589572063845,0.42033916297897256,-10.60328937154723,random,0.3159201145172119
19,-196.76434953622547,-313.9841110300396,0.41889814124773,-6.976507371570787,random,0.25977277755737305
20,-149.32099588641884,-300.8299796775466,0.41733044084003024,-9.48597101817932,random,0.3060309886932373
21,-111.13809544294519,-306.0647760622565,0.4158762191299382,-6.784193157259267,random,0.2469797134399414
22,-71.41816850102056,-273.7203810754445,0.4146213129280783,-8.764461985329088,random,0.27210402488708496
23,3.7210363859467983,-235.8437454507463,0.4136527467485834,-11.783312481571018,random,0.33399128913879395
24,5.641653772188761,-255.11519193076091,0.4126312794883846,-10.484877656744302,random,0.3861391544342041
