gen,best,mean,sigma,gravity,phase,elapsed_s
0,-337.0296725979299,-396.53364449263546,0.4904123864856629,-10.038166340366637,random,1.4702069759368896
1,-298.7438376065468,-374.0297078179628,0.4823220658873919,-11.37683377790551,random,0.11684727668762207
2,-278.56938086808594,-375.7479264937847,0.47522113032986074,-8.468695622159622,random,0.12296605110168457
3,-256.7932313243445,-367.68537741997386,0.46876661851436113,-11.76242381790322,random,0.14370393753051758
4,-119.51005797573357,-355.38582072590617,0.4629628592180499,-11.014905235328024,random,0.1593310832977295
5,-291.9566320085881,-346.49824034112225,0.4575891122076524,-9.246791044782489,random,0.16721820831298828
6,-298.66755187182076,-358.6405068065667,0.45263910750817377,-11.573046737173682,random,0.18461108207702637
7,-284.2424352745238,-352.88545280834734,0.4480674281341934,-8.896860790568986,random,0.17458605766296387
8,-284.3669074212085,-346.70418878105437,0.44388402030562757,-9.875929013282335,random,0.18514800071716309
9,-77.81008095154407,-326.4403433025824,0.44012243517661037,-6.282638776751152,random,0.24072980880737305
10,-253.69213000957595,-337.482673867659,0.43666111682905506,-8.48381335760087,random,0.20436477661132812
11,-253.44579291122645,-326.6863864087343,0.43335804996849797,-9.129467302552692,random,0.22472691535949707
12,-33.32050811900489,-312.6384145744605,0.43041299686521045,-9.75717639237626,random,0.29676008224487305
13,61.91238101863763,-288.3277157455257,0.42788402303511625,-9.58735103840202,random,0.28662896156311035
14,41.10818305005264,-275.3809975953644,0.4256424959906865,-9.33235723746878,random,0.4038560390472412
15,108.73140650275617,-260.1454466100158,0.42360339456442064,-9.329704022622444,random,0.4003598690032959
16,50.07300369235549,-185.36937694277663,0.4217047089867749,-9.869518256635683,random,0.4581470489501953
17,64.28006977229109,-145.1773519665929,0.41998814039055904,-8.515830976702036,random,0.6126840114593506
18,44.657308683235726,-195.3667081079644,0.41833116122357406,-11.45233962698703,random,0.5968172550201416
19,54.07906950002633,-169.73792719330157,0.41681639917318364,-8.885583440621875,random,0.5947988033294678
20,66.50607482713002,-193.18151105886074,0.4153410622234965,-11.385637118714277,random,0.5597519874572754
21,70.63077063461446,-175.72390721534478,0.41384794833033045,-7.96712349471225,random,0.6173567771911621
22,95.53298977529055,-135.0664938968987,0.4125556994158783,-10.974182305624716,random,0.6576159000396729
23,33.731093258599415,-182.61188531562775,0.4114440514522076,-9.825160781310485,random,0.6473548412322998
24,86.63675471533857,-80.70508600967591,0.4105548740169842,-8.530924095912189,random,0.8011922836303711
25,75.59696289501478,-173.84474777134838,0.4097287133867638,-10.688359224748034,random,0.7249331474304199
